primaryTitle,startYear,runtimeMinutes,genres,averageRating,numVotes
"With You, Without You",2012,90,"Drama,Romance",7.3,234
The Asian Angel,2021,128,"Drama,Romance",5.9,121
Shock Wave 2,2020,120,"Action,Crime,Thriller",6.5,3309
Pure Asia,2011,108,Drama,5.8,29
Skyscraper,2018,102,"Action,Adventure,Animation",5.8,145656
Desperate,1991,90,Drama,7.7,17
Nau Bahar,1952,\N,"Drama,Family",6.5,15
"Hissein Habre, A Chadian Tragedy",2016,82,Documentary,7.0,217
Barbed Wired,2005,119,"Drama,Romance",6.0,48
Sons of God: Fallen Angels Explored,2022,71,Documentary,6.4,30
Sue,1997,91,Drama,7.1,1571
Sundown in Santa Fe,1948,60,"Drama,Western",7.0,62
Mirage Eskader,1975,93,Drama,5.7,9
Dada,1983,108,"Action,Drama,Thriller",6.2,71
Fingers,2019,87,"Comedy,Crime,Drama",5.3,553
Romance of the Underworld,1928,68,Drama,7.0,79
Ombre di realtà,2009,\N,Fantasy,7.3,19
Yanal,2023,96,"Drama,Romance,Thriller",9.3,74
Designed by Preeti,2025,92,Drama,8.9,35
Waco,1952,68,Western,6.8,64
Maria 38,1959,90,Comedy,6.8,36
Dahavi pha,2002,135,Drama,7.9,83
Volendam: A Refugee Story,2020,84,Documentary,7.4,14
Journal of a Crime,1934,65,"Drama,Film-Noir",6.1,530
Jalwa,1987,134,"Action,Comedy,Crime",6.6,229
Ekspedisi Madewa,2006,\N,\N,5.9,32
Khranit vechno,2008,127,\N,7.0,43
Sworn Enemy,1936,73,"Crime,Drama,Romance",6.1,282
Strange Battle,2016,90,Horror,4.0,10
Endless Passions,2022,94,Drama,6.6,13
Last Man Running,2003,88,Drama,6.5,79
Darby and Joan,1937,75,Drama,5.0,35
Feed Me,2015,61,Musical,7.4,15
Stargate,1994,121,"Action,Adventure,Sci-Fi",7.0,219622
Why,1973,87,"Drama,Sport",5.4,77
O Happy Day,1970,90,Drama,5.9,89
Showbiz - eller hvordan bli kjendis på en-to-tre!,1989,97,Comedy,6.0,187
The Scam Artist,2004,76,"Action,Crime,Drama",6.3,30
Three for One,1971,50,Adult,4.4,12
Kolong,2019,82,"Horror,Mystery,Thriller",6.4,10
Passarinho Lá de Nova Iorque,2014,89,Documentary,7.0,6
Lang ist der Weg,1948,77,"Drama,War",7.4,66
Enterfear,2020,61,"Comedy,Horror,Sci-Fi",7.4,24
Sang Pialang,2013,112,Drama,7.0,28
Skanks,2014,85,"Comedy,Documentary,Musical",7.9,28
The Hobby,2024,92,Documentary,6.8,181
Majboor,1964,\N,"Drama,Family",5.5,18
Kate Middleton: The Making of a Queen,2022,59,Biography,7.4,23
Copacabana Mon Amour,1970,85,Comedy,6.7,298
Ex-Husbands,2023,99,"Comedy,Drama",6.0,1126
Out West,2013,93,"Comedy,Western",4.7,92
Mondo Sacramento 2,2013,\N,"Crime,History,Horror",4.9,18
Bing slamet setan djalanan,1972,\N,\N,8.1,8
So Glad I Made It,2004,111,Documentary,8.3,9
The Feral Generation,2007,100,Drama,6.8,60
Tuesdays and Fridays,2021,106,"Comedy,Musical,Romance",4.6,945
Vetka sireni,2007,97,"Drama,Music",5.2,146
Stream,2000,87,"Adventure,Thriller",4.5,73
Stars by the Pound,2018,88,"Comedy,Drama,Family",6.2,162
Blood Country,2017,89,"Drama,Western",5.1,212
3 Vakte Kadar,2018,90,Comedy,2.1,398
The Song of Bernadette,1943,156,"Biography,Drama,Mystery",7.6,8435
The Sun,2005,110,"Drama,History",7.3,3097
Adopted 2,2025,101,Thriller,5.1,133
Headshots,2018,89,Horror,3.9,23
The Divine Matrix,2008,47,Documentary,8.2,10
Mind Body Spirit,2022,85,Horror,5.1,1468
Golden Rule Kate,1917,50,"Drama,Western",4.6,25
La tribu de los aurones,1988,60,"Adventure,Fantasy",7.4,33
How Shall I Tell My Husband?,1932,76,\N,7.4,8
Na koho to slovo padne,1985,\N,Drama,2.0,12
Iron Butterflies,2023,84,Documentary,7.0,223
Tombolo,1947,94,Drama,6.3,41
Fight Back to School,2018,99,"Action,Comedy",6.7,20
Abduction of Jesse Bookman,2008,\N,Thriller,6.7,37
The Outrageous Sophie Tucker,2014,96,Documentary,7.3,134
Long Twilight,1997,70,Drama,7.1,396
Note di viaggio - Il film,2021,\N,Documentary,8.0,5
The Longest Day,1962,179,"Action,Drama,History",7.7,63029
L'Enfant secret,1979,92,Drama,6.5,740
El salto de Christian,2007,93,Drama,6.2,31
Motorcycle Gang,1957,78,Drama,5.0,171
Last Goodbye,2004,95,"Adventure,Drama,Romance",5.1,276
Menekülö ember,1944,80,\N,6.4,17
Egise Taara Juvvalu,2017,95,Drama,4.2,24
Me Myself I,1999,104,"Comedy,Romance",6.6,2707
La belle bleue,2023,98,Drama,5.3,14
Santaj,1981,96,"Comedy,Crime,Thriller",6.9,127
Ju-Rei: The Uncanny,2004,76,Horror,5.0,581
Man's Best Friend,1935,62,"Adventure,Drama",6.5,25
Magnus,2007,86,Drama,5.9,485
Angels,2007,127,"Comedy,Drama",4.9,24
Zalozhniki strakha,1994,78,"Mystery,Thriller",5.1,16
Killer in the Woods,2014,\N,"Horror,Thriller",6.4,14
The Building,2022,68,Documentary,7.3,11
Do You Mind If I Kiss Mommy?,2003,87,"Comedy,Romance",6.4,69
Brincante,2014,93,Documentary,7.8,28
Gui tai,1976,\N,Horror,6.5,10
Bi anai,2011,104,Drama,6.6,19
The Sun of That Moon,2021,93,Drama,5.4,31
Manila's Finest,2015,95,"Action,Drama",6.4,15
Rose Wine,2005,143,Drama,7.2,27
Being AP,2015,103,"Documentary,Sport",6.6,340
Gettysburg: The Final Measure of Devotion,2013,60,Action,6.7,23
The Road to Brown,1989,56,Documentary,8.3,26
Generation Utoya,2021,90,Documentary,7.1,116
The Coffee Shop,2014,90,"Comedy,Romance",3.7,130
Toxic Lovers,2024,55,Drama,5.0,8
TRs in Life,1989,\N,\N,1.9,97
Talkers Are No Good Doers,2005,100,Drama,6.6,17
Oonjal,1977,119,\N,4.1,21
Turkey Invites You reception in Cannes-France - Engin Akyürek,2026,180,Drama,9.6,9
Happy Together,2008,95,Drama,5.2,140
The Apple Day,2022,80,Drama,6.7,100
Mary's City,2002,85,Documentary,7.5,28
Freetown,2015,113,"Action,Drama,Thriller",4.7,1315
Jimmy the Kid,1998,86,"Comedy,Crime",5.0,90
Türk Lokumu,2016,92,Comedy,1.2,147
Tell the World I Love You,2022,107,"Action,Crime,Drama",7.2,103
Simon Says 2,2025,\N,Horror,4.1,60
David Icke: Beyond the Cutting Edge,2008,380,Documentary,7.2,68
Smoke in the Eyes,1946,77,"Drama,Romance",6.2,15
All About the Levkoviches,2024,85,Drama,6.9,1230
Private Manoeuvres,1983,90,"Comedy,Drama",4.4,450
Bangkok Dog,2024,89,"Action,Crime,Thriller",4.6,379
Beautiful Wrestlers: Down for the Count,1984,72,"Comedy,Drama,Sport",5.5,151
Botch,2024,101,Drama,6.4,42
Heartbeast,2022,102,"Drama,Music,Thriller",6.0,369
Shadow of Chinatown,1936,71,"Action,Adventure,Thriller",4.0,180
King Dinosaur,1955,63,"Adventure,Horror,Sci-Fi",2.2,1811
Darna at Ding,1980,119,"Action,Adventure,Comedy",6.3,33
Cottonland,2006,53,Documentary,6.4,35
Dikkat Kan Araniyor,1970,\N,"Drama,Thriller",6.3,62
"Hic Rosa, Botanical Score",2007,53,Documentary,6.3,15
Power to Change,2021,58,Documentary,9.5,24
An Armenian Journey,1988,58,"Documentary,History",4.7,33
The Bannen Way,2010,93,"Action,Comedy,Crime",5.2,1910
Saroja,2000,103,"Drama,Family",7.5,194
Gorski hora,1985,82,Crime,8.4,32
Paradizes atslegas,1976,93,"Crime,Drama,Mystery",5.8,40
"Fat, Dumb and Happy",2014,100,"Comedy,Drama",6.4,12
Tamara,2005,98,"Drama,Fantasy,Horror",5.1,11831
Il figlio del circo,1963,94,"Comedy,Musical",4.0,12
Fuertes,2019,109,"Sport,War",6.5,43
French Throat,1975,64,Adult,4.2,22
The Astronaut's Wife,1999,109,"Drama,Sci-Fi,Thriller",5.4,59089
The Rock Prophet: Link Wray,2025,\N,"Documentary,Music",6.7,53
Faeryville,2014,95,"Action,Drama,Fantasy",5.8,81
Black Hawk Down,2006,58,"Documentary,War",6.8,40
Deszczowy zolnierz,1996,102,"Drama,Thriller",5.9,32
Mädchen zum Heiraten,1932,102,"Comedy,Romance",7.7,15
The Central Plains,2007,122,Documentary,8.7,15
One Minute to Midnight,1988,103,\N,4.5,10
Wolf Lowry,1917,50,"Drama,Western",6.6,168
Never Not Yours,2024,81,Drama,8.2,21
Wild Harvest,1947,92,Drama,6.4,170
In Bob We Trust,2013,102,"Biography,Documentary,Drama",7.3,102
Apoorna Viram,2021,80,Drama,5.9,29
Une poste à la Courneuve,1994,54,\N,7.2,21
Sour Grapes,2016,85,"Crime,Documentary",7.2,6450
Citizen Juling,2008,222,Documentary,8.6,40
Alma's Secret,2017,61,Horror,3.5,60
Nundead,2023,\N,Horror,4.0,36
The Prodigal Planet,1983,126,"Sci-Fi,Thriller",4.4,315
Side by Side Extra: Volume Two,2014,\N,Documentary,8.4,24
Spiker,2007,90,Horror,2.6,528
Bhagwan Samaye Sansar Mein,1976,\N,"Drama,Family,History",7.4,9
Angry Scalper,2021,78,"Action,Crime",5.3,16
Istanbul Tales,2005,99,Drama,7.3,7230
Garo: The Fleeting Cherry Blossom,2018,82,"Action,Animation,Fantasy",5.2,39
Resistencia,2006,112,Documentary,7.2,11
Sinfín,1988,85,Drama,5.6,13
Reunion,2024,90,"Comedy,Mystery",5.6,7183
Senseless,2008,87,"Crime,Drama,Horror",5.7,1146
The Vagabond,1959,85,Drama,3.5,7
Mark of Cain,1989,101,Drama,5.3,30
Polis Evo 3,2023,113,"Action,Adventure,Comedy",7.1,468
Woman,1918,70,"Drama,War",5.3,24
Octonauts: The Ring of Fire,2021,72,Animation,6.7,258
Enclave,2015,92,Drama,7.5,2701
The End,2021,116,"Comedy,Thriller",3.9,115
Biko,2022,98,"Drama,Family,Romance",5.9,43
A Muse Never Drowns,2021,82,Drama,6.5,64
When in Venice,2021,75,"Comedy,Romance",5.2,185
Der Ost-Komplex,2016,90,Documentary,6.7,26
The Last Fist of Fury,1977,110,"Action,Drama",6.3,64
Last Testament,2021,91,"Biography,Crime,Drama",3.8,59
Another Coin for the Merry-Go-Round,2021,92,Drama,7.1,43
Fratelli e sorelle,1992,92,Drama,6.4,96
Tian jin xian ren,2012,90,Drama,7.6,32
One Night in Tokyo,2024,95,"Comedy,Drama,Romance",6.6,124
The Wild North,1952,97,"Adventure,Drama,Romance",6.5,1195
Pecado,1962,90,Drama,5.9,23
Abbas in Flower,1982,87,"Comedy,Drama,Romance",8.0,11982
Pity for the Vamps,1956,91,Drama,4.9,15
The War on Democracy,2007,96,Documentary,8.1,2544
The Green Grass,2019,115,Drama,5.6,54
La reina anónima,1992,85,Comedy,5.2,162
Liushou nushi,1992,103,Romance,6.3,7
The Diary of Diana B,2019,88,"Biography,Drama,History",7.4,1624
No Ideas but in Things:The Composer Alvin Lucier,2012,96,Documentary,8.0,6
Hello!,2017,131,"Action,Romance",7.4,3837
Saturday the 14th,1981,75,"Comedy,Fantasy,Horror",4.6,5801
Enzo Jannacci: Vengo anch'io,2023,97,Biography,7.6,130
Everything at Once,2021,102,Documentary,5.9,211
Tere Bin Laden,2010,95,"Comedy,Drama",7.2,11127
Kanna,2007,\N,Drama,9.3,9
Samuel Bleak,2013,96,"Drama,Thriller",5.8,371
Social Media Monster,2021,\N,Documentary,8.7,141
Bobbi Jene,2017,95,"Documentary,Drama,Romance",6.3,539
Viento Sur,2023,135,Drama,4.2,23
The Fireflies Are Gone,2018,96,Drama,6.9,651
Dikiy khmel,1986,86,Drama,5.5,13
Fading Light,2000,95,Drama,6.8,173
We R Friends,2006,110,Drama,5.1,24
The Battles of Coronel and Falkland Islands,1927,107,"Drama,War",7.1,119
The Secret Friend,1990,79,Comedy,6.2,46
My Father,2003,100,"Drama,War",6.5,305
Daddy Goon,1991,\N,"Action,Comedy,Musical",6.8,10
UFOTV Presents the Day Before Disclosure,2017,103,Documentary,6.7,10
Jurassic Hunt,2021,84,"Adventure,Sci-Fi,Thriller",2.6,649
Goodbye America,1997,116,"Action,Drama,Romance",5.2,320
Askin Dünkü Çocuklari,2025,\N,"Comedy,Drama,Romance",7.3,73
Tutte lo vogliono,2015,85,"Comedy,Romance",5.3,723
Legión - Tribus urbanas motorizadas,2006,61,"Action,Documentary",7.1,12
Gaia,2021,96,"Drama,Fantasy,Horror",5.6,7788
Swargam Narakam,1975,140,"Comedy,Drama",8.0,72
Coming in Style,1986,78,Adult,6.7,12
"Have Figure, Will Travel",1963,75,Drama,3.2,44
Biomass,2021,87,Horror,6.0,38
Uppsalakidnappningen,2018,88,"Comedy,Drama",4.3,214
Barracuda,1978,98,"Horror,Thriller",4.1,1362
Tek Basina,1988,\N,\N,2.1,11
What Ever Mama Wants,1972,77,Adult,5.0,9
Fantastic Animation Festival,1977,91,"Animation,Family",7.0,135
Crayon Shin-chan Movie 23: Ora No Hikkoshi Monogatari - Saboten Daisuugeki,2015,103,"Action,Adventure,Animation",6.7,802
Mr.Reddy,2025,119,\N,2.0,79
Shadow of a Gun,2018,\N,Drama,7.6,11
The Beast in the Jungle,2023,103,"Drama,Music",5.4,584
Ab Meri Baari,1989,\N,Action,5.1,13
Hippocrates: Diary of a French Doctor,2014,102,"Comedy,Drama",6.8,3724
Spark,2014,134,Action,5.7,55
JFK: Fact & Fable,2016,50,Documentary,6.1,16
Ta nase písnicka ceská,1967,75,"Comedy,Musical,Romance",6.3,30
Un posto sicuro,2025,90,Horror,4.7,46
The Last Execution,2021,116,"Biography,Drama,History",6.7,1610
"Chuy, El hombre lobo",2014,94,"Biography,Documentary,Drama",8.5,19
Mutonia,2013,69,Documentary,6.8,7
Kolmas laukaus,1959,116,"Crime,Drama,Mystery",4.6,57
Revenge,1990,124,"Action,Crime,Drama",6.2,22703
Dana Paani,1989,\N,"Action,Crime,Drama",5.6,32
Koppayile Kodumkattu,2016,118,Drama,4.0,21
Whispers,1990,100,"Horror,Mystery,Thriller",4.5,753
"Une femme, un jour...",1977,79,Drama,6.1,29
Latarino,2023,73,Documentary,6.2,49
Drömmen om Djenné,2023,80,Documentary,7.9,8
The Summer Before,2012,74,"Comedy,Drama",6.0,25
Beyond the Summit,2022,95,"Adventure,Drama,Sport",5.5,368
Fifteen,2026,97,"Comedy,Drama,Horror",8.1,29
Mardi Gras,1958,107,Musical,5.3,275
Shades of Grace,2007,57,"Crime,Drama,Thriller",8.6,17
Birtija,1929,\N,\N,5.8,6
I Wrote This for You,2018,94,"Comedy,Drama,Fantasy",5.6,105
Captura recomendada,1950,90,Drama,7.4,9
Peace on Earth,1928,\N,\N,7.5,15
Men at a Dangerous Age,1954,85,Comedy,6.2,21
Graal,1980,77,Documentary,6.3,24
Two,2007,79,Drama,5.7,29
Ninja Drones?,2019,104,\N,6.6,11
Lusten till ett liv,1999,89,"Biography,Drama,Musical",6.0,106
Mia nonna poliziotto,1958,96,Comedy,5.7,66
Perpetuum Mobile,2009,86,Drama,5.8,132
How to Make Gravy,2024,120,Drama,7.0,1084
Magyarország 2011,2012,75,Drama,5.3,96
La chiave del piacere,1984,60,Adult,5.6,26
Vaho,2009,115,Drama,6.5,134
Countdown to Year Zero,2019,52,Documentary,6.2,24
Settimo grado,2024,\N,Thriller,6.4,13
Guam,2012,50,Drama,7.5,10
The Last Artifact,2020,57,Documentary,7.8,43
Woman Is the Wild Card,1944,99,"Comedy,Music,Romance",5.1,59
The Plague,2025,98,"Drama,Thriller",6.4,6555
Opal,2010,85,Drama,8.0,20
The Last Round: Chuvalo vs Ali,2003,100,Documentary,7.9,65
Gonchi la película,2015,88,Documentary,7.7,258
Big/Bad/Wolf,2024,\N,"Horror,Sci-Fi,Thriller",4.6,21
Na Willa,2026,118,"Comedy,Drama,Family",8.1,184
Tanti,2011,90,Drama,5.0,52
Between Notes,2010,78,"Comedy,Drama,Music",8.0,117
Max & Me,2023,124,"Animation,Drama,History",5.5,58
Aux deux colombes,1949,95,Comedy,6.6,95
Without a Fight,2012,60,Documentary,7.4,11
Río de oro,2010,100,"Drama,Western",6.1,98
The Other Voice,2022,87,Documentary,6.6,14
Beckett,2021,110,"Action,Crime,Drama",5.7,30829
El sitio de los sitios,2016,54,"Comedy,Documentary",6.4,18
The Loners,1972,79,"Action,Drama",5.0,231
No Return,2010,104,"Crime,Drama,Thriller",6.9,1107
Penitentiary Angel,1995,105,"Crime,Drama",6.8,137
Oscar Presents: The War Movies and John Wayne,1977,100,"Biography,Documentary",6.3,35
Six Days to Die,2023,98,"Action,Drama,Western",6.5,21
A Perfect Game,2006,114,Comedy,6.6,14
The Pink Chateau,2019,50,Romance,5.3,139
Haat Baraley Bandhu,1960,121,Drama,6.3,22
Duel: The Last Choice,2014,\N,Action,7.5,7
Just a Child,2019,67,Horror,4.1,21
Gorod-prizrak,2013,54,"Comedy,Horror,Mystery",3.8,27
Loving Annabelle,2006,77,"Drama,Romance",6.2,14305
Sector 4: Extraction,2014,91,"Action,War",2.4,952
Conversazioni con altre donne,2023,82,"Comedy,Drama,Romance",5.9,84
Periyar,2007,173,"Biography,Drama",7.5,167
Sevmek Yeniden Dogmak,1984,80,"Drama,Music,Romance",3.2,36
Shopner Prithibi,1996,160,"Drama,Romance",8.1,135
Cold Pressed,2018,90,Thriller,5.7,76
June 23rd,2010,70,"Crime,Drama,Horror",6.3,12
Linna,1986,99,"Drama,Mystery",6.3,46
The Glamorous Lie,2011,95,"Biography,Documentary,Drama",4.7,23
Goodbye Hello,2005,50,Drama,8.7,14
Geheim van Nantes,1969,96,"Drama,Romance",6.1,16
Piesniarz Warszawy,1934,54,"Comedy,Musical",6.6,56
Witchmas,2020,70,Animation,3.0,31
Sweet Wet Lips,1977,\N,Adult,6.1,14
Hippocrates and Democracy,1972,105,"Drama,History",4.9,62
Runner,2023,90,"Action,Thriller",5.7,53
Jimmy and Carolyn,2023,\N,Comedy,8.5,26
Doom Scroll: Andrew Tate and the Dark Side of the Internet,2024,\N,Documentary,5.6,104
Verdens rigeste pige,1958,110,"Comedy,Drama,Music",5.8,75
The Shallows,2025,75,"Adventure,Horror,Thriller",2.5,125
Saikô shukun fujin,1959,95,"Comedy,Drama",6.8,152
The Moment,2013,90,"Adventure,Drama,Mystery",4.9,588
Honeymoon,1959,109,"Drama,Music",6.2,227
Arhats in Fury,1985,91,Action,5.9,70
Stair Dad,2015,105,"Comedy,Drama",5.2,599
Mr. Niterói: A Lírica Bereta,2012,89,Documentary,8.2,16
Ziba and I,2012,90,Drama,4.9,248
Predatory Instinct,2009,90,"Horror,Thriller",3.3,230
A Kind of Kidnapping,2023,83,"Comedy,Crime,Drama",6.3,176
Durch dick und dünn,1951,79,Comedy,5.6,21
A Christmas Gift,2022,90,Family,6.4,98
Gertie the Grapefruit Girl and Friends,1969,\N,\N,4.4,11
It's a Dream,2012,94,Drama,6.2,17
Asheghha istadeh mimirand,2013,70,War,3.5,11
Daring Daughters,1933,63,"Drama,Romance",5.7,92
Super Boy,2009,\N,"Comedy,Music",1.4,824
White Glove Massive,2018,\N,"Adventure,Crime,Drama",3.4,224
My Pleasure Is My Business,1975,94,Comedy,4.6,82
The Sixth Reel,2021,94,Comedy,6.4,157
O Barbeiro Que Se Vira,1958,85,Comedy,7.1,49
The Haunting Lodge,2023,67,"Adventure,Horror,Thriller",5.1,265
S dakh na bademi,1967,72,"Crime,Drama,Romance",7.7,78
Red Desert,1964,117,Drama,7.4,19319
Simply Red: Stay - Live at the Royal Albert Hall,2007,212,Music,8.4,16
Older,2020,90,"Drama,Romance",5.6,536
Girls on Fire,1984,72,"Adult,Comedy",6.3,100
Ciske the Rat,1984,107,"Crime,Drama,Thriller",7.0,3169
The Marriage App,2022,101,"Comedy,Romance",5.5,2363
Karodpati,1936,\N,\N,5.8,14
Nu xia hei hu die,1968,105,"Action,Drama",6.3,85
The Beach Party at the Threshold of Hell,2006,90,Comedy,3.7,538
Unintentional Love Story Special,2023,122,"Drama,Romance",7.0,8
Avenida Almirante Reis em 3 andamentos,2018,66,"Documentary,History",6.2,21
Back Street,1941,89,"Drama,Romance",6.7,792
Running with Scissors,2006,116,"Comedy,Drama",6.1,23754
För sin kärleks skull,1914,64,Drama,5.5,12
The Omegans,1968,85,"Romance,Sci-Fi",3.7,91
Pathreela Raasta,1994,\N,Action,3.7,23
Miranda House,2019,85,Drama,3.8,22
Chinatown Rising,2019,85,Documentary,8.1,28
Password,2019,125,Crime,4.0,58
Red Needles,2006,93,"Adventure,Drama",5.7,250
Darlin',2019,100,"Horror,Thriller",4.9,2602
To Kill the Dragon,2019,83,"Fantasy,Horror,Thriller",4.4,124
Farewell Homeland,2003,85,"Drama,Western",5.6,22
Dead Draw,2016,93,"Crime,Thriller",4.9,654
The Meerkats,2008,83,Documentary,7.3,1760
Bordello,2023,99,Drama,3.8,37
Dirty Picture,1980,78,Drama,5.4,20
Something of Value,1957,113,"Drama,War",6.5,1425
A Rod for Revenge,1972,53,"Adult,Crime,Drama",4.4,12
Swedish Porno: The Writhing Beast,1972,70,\N,6.0,8
Desert Fury,1947,96,"Crime,Drama,Film-Noir",6.5,2427
Death of a Saleswoman,2006,77,"Comedy,Mystery",2.2,374
"A Gun, a Car, a Blonde",1997,107,"Drama,Thriller",5.2,387
Heute sterben immer nur die anderen,1991,78,Drama,6.4,13
Biktim Her Gün Ölmekten,1976,80,"Drama,Romance",5.5,77
Brides of Blood,1968,97,"Horror,Sci-Fi",4.9,1117
Se busca novio... para mi mujer,2017,100,"Comedy,Drama,Romance",5.4,129
Animus,2013,83,"Horror,Thriller",2.8,609
Radunitsa,1984,\N,Drama,6.0,14
Nocturnos,2008,110,"Horror,Thriller",5.0,33
Swans: Mystery of the Missing,2016,60,Documentary,8.4,10
Dead Birds Flying High,2022,83,Documentary,6.8,11
Rio de Janeiro - Terra Mágica,1985,60,Documentary,3.1,9
Kedi,2006,172,"Crime,Romance,Thriller",3.7,160
Blanche Fesse et les sept mains,1981,80,"Adult,Drama",4.3,17
De IJslandbende,2018,73,"Adventure,Family",7.0,43
Chetvero,1958,\N,Drama,6.2,26
Milaga,2010,145,Action,5.2,28
The Secret Game of the Immoral Wife,2016,70,"Mystery,Romance",6.8,82
Double Heat,1986,\N,Adult,6.4,11
Silent Fury,1994,\N,Action,5.7,30
La vuelta al nido,1938,77,Drama,7.0,76
Las piedras,2011,75,\N,6.2,13
Mughalsarai Junction,2020,\N,Biography,7.0,9
The Killing of Kenneth Chamberlain,2019,83,"Drama,Thriller",7.1,2019
Das ganze Stadion,2011,63,Documentary,7.4,10
Olsenbandens siste stikk,1999,90,"Comedy,Family",5.3,844
House of Angels,2000,109,"Drama,Mystery,Romance",5.0,192
Mangia!,2025,88,Drama,6.2,9
Emeis: A Film About Bloody Hawk.,2025,102,Documentary,6.8,186
Agony of Love,1960,105,"Drama,Romance",6.7,110
Bombay,2025,135,Action,6.7,1214
A Merry Royal Christmas,2024,88,Romance,5.2,349
Angels Crest,2002,87,Thriller,5.3,139
Sinatra,1988,112,"Comedy,Drama",6.1,283
Daughter of the Pasha in Charge,1938,116,"Drama,Romance",5.3,14
Soul,2019,83,"Drama,Horror,Mystery",6.0,1392
Do Not Open,2024,91,"Drama,Horror,Thriller",2.5,351
The Quick and the Dead,1995,108,"Action,Drama,Romance",6.5,113684
Hart of It All,2023,\N,Documentary,3.8,35
V 26-go ne strelyat,1967,99,War,5.6,26
Science Without Substance,2019,95,\N,6.5,11
Erotic Passion,1993,86,\N,4.8,23
House of Hearts,2002,89,Drama,5.9,86
Range 15,2016,89,"Action,Comedy,Horror",4.0,5341
Glisten and the Merry Mission,2023,80,"Adventure,Animation,Family",5.1,151
Inside Information,1934,48,"Action,Adventure,Crime",5.4,88
Expressway to Your Skull,2014,84,"Horror,Thriller",4.4,93
Macaframa,2010,58,Documentary,8.7,26
Midoo Mashakel,2003,100,Comedy,5.0,1529
Allari Alludu,1993,132,"Comedy,Drama,Romance",6.7,148
Memphis Cathouse Blues,1982,76,Adult,6.4,110
Salt Beef & Rye,2016,48,Documentary,6.7,9
The Girl of the Streets,1960,86,Drama,4.4,11
All About Suomi,2024,114,Drama,5.6,215
Fixing Rhonda,2008,75,Drama,8.4,31
Lost Treasure,2003,85,Action,3.9,646
Diary of the Underdogs,2023,\N,Adventure,4.4,15
Retúr,1997,85,"Comedy,Drama",7.6,161
Satta,2004,\N,Action,6.5,7
Hawmps!,1976,113,"Comedy,Family,Western",5.4,388
Six Sex Scenes and a Murder,2008,88,"Crime,Mystery",4.5,109
Volpone,1941,94,Comedy,7.0,427
Gutland,2017,107,"Drama,Mystery,Thriller",6.1,1520
Mako,2021,96,"Adventure,Thriller",3.4,2049
Our Homeland,2012,100,Drama,7.1,312
Topper,2025,107,Drama,6.1,75
Whistle and I'll Come to You,2022,68,Horror,8.2,11
Baksho Bodol,2022,\N,Drama,7.6,13
Detective Fiction,2003,102,Drama,6.4,88
Om Søren Kierkegaard,1994,165,Documentary,7.3,28
Kuche v chekmedzhe,1982,80,Family,8.3,555
A Hoax,1936,\N,Comedy,6.7,23
Last Ninja - Red Shadow,2019,88,Action,6.2,77
Freudus Sexualis,1962,73,"Drama,Romance",3.8,36
Flash and the Firecat,1975,84,"Action,Crime,Drama",4.6,102
Ce coquin d'Anatole,1951,87,Comedy,5.9,19
Torpedoing of the Oceania,1917,75,"Adventure,War",6.4,15
Tawagin mo ang lahat ng santo,1997,\N,Action,9.1,20
Dying to Be Heard,2013,90,Drama,4.9,29
Servant of the People 2,2016,100,Comedy,6.4,1234
Ms. Hu's Garden,2024,103,Documentary,7.5,11
Article 99,1992,100,"Comedy,Drama",6.1,3896
The Demon Hunter,2025,99,"Action,Fantasy",4.5,30
Cirkus Buster,1961,101,"Comedy,Drama,Family",6.1,66
Saïkati,1992,90,\N,7.7,10
"Babe, I Love You",2010,101,"Comedy,Drama,Romance",6.1,126
Storage 24,2012,87,"Horror,Sci-Fi",4.5,7717
Uhinchaledhu Kadu,2022,135,"Drama,Mystery",7.5,984
The Kids from 62-F,2016,111,"Adventure,Drama,Family",4.0,155
The Vow,1937,88,Drama,7.1,12
Halad Rusli Kunku Hasla,1991,141,Family,6.9,12
My Old Lady,2014,107,"Comedy,Drama,Romance",6.4,10795
Isolated,2006,\N,"Horror,Thriller",5.5,105
Il set del piacere,1986,\N,\N,5.6,12
Oleanna,1994,89,"Drama,Thriller",6.5,3840
Nefarious,2019,79,Horror,3.2,279
Thammil Thammil,1985,\N,Drama,6.1,23
El escuadrón del pánico,1969,123,War,4.8,17
Frauenbauer - Schweizer Bäuerinnen im 21. Jahrhundert,2007,75,Documentary,8.8,6
Koinonia,2014,94,"Adventure,Drama,Mystery",7.3,28
Los chicos con las chicas,1967,81,"Comedy,Musical,Romance",5.0,96
A Mother's Special Love,2024,93,"Comedy,Drama",6.1,259
Beyond Measure,2015,80,"Documentary,News",7.3,12
The Unknown Woman,2011,80,"Documentary,War",6.6,29
Water Has No Borders,2021,85,Documentary,8.3,8
Johnny West,1977,129,Drama,7.3,20
The Child's Eye,2010,97,"Horror,Thriller",4.2,986
Angie Police Women,1979,70,Adult,5.8,23
"'Imûhar', une légende",1997,82,"Adventure,Drama,Family",6.8,54
Parundhaaguthu Oor Kuruvi,2023,112,Thriller,6.0,35
L'ultimo Pulcinella,2008,92,Drama,6.2,61
Anokha Rishta,1986,\N,Drama,7.0,67
Aa Ammayi Gurinchi Meeku Cheppali,2022,142,Drama,6.3,765
Star Trek First Frontier,2020,85,Sci-Fi,5.8,333
