primaryTitle,startYear,runtimeMinutes,genres,averageRating,numVotes
"Crouching Tiger, Hidden Dragon",2000,120,"Action,Adventure,Drama",7.9,295372
Dark Shadows,2012,113,"Comedy,Fantasy,Horror",6.2,294661
Identity,2003,90,"Mystery,Thriller",7.3,293786
Enemy at the Gates,2001,131,"Action,Drama,War",7.5,293723
End of Watch,2012,109,"Action,Crime,Drama",7.6,292979
Alien: Resurrection,1997,109,"Action,Horror,Sci-Fi",6.2,292395
The Lion King,2019,118,"Adventure,Animation,Drama",6.8,292350
Hulk,2003,138,"Action,Sci-Fi",5.7,292053
Hook,1991,142,"Adventure,Comedy,Family",6.8,292009
Dog Day Afternoon,1975,125,"Biography,Crime,Drama",8.0,291758
A Nightmare on Elm Street,1984,91,Horror,7.4,291662
Annie Hall,1977,93,"Comedy,Romance",7.9,291427
The Sound of Music,1965,174,"Biography,Drama,Family",8.1,291406
Just Go with It,2011,117,"Comedy,Romance",6.4,290934
Extraction,2020,116,"Action,Crime,Thriller",6.8,290486
Hidden Figures,2016,127,"Biography,Drama,History",7.8,290248
Alien: Romulus,2024,119,"Horror,Sci-Fi,Thriller",7.1,289054
Airplane!,1980,88,Comedy,7.7,288943
Dawn of the Dead,2004,101,"Action,Horror",7.2,288898
Bad Boys II,2003,147,"Action,Comedy,Crime",6.6,288835
Anora,2024,139,"Comedy,Drama,Romance",7.4,288671
Seven Psychopaths,2012,110,"Comedy,Crime,Drama",7.1,288434
Das Boot,1981,149,"Drama,War",8.3,288281
Sunshine,2007,107,"Sci-Fi,Thriller",7.2,288030
Non-Stop,2014,106,"Action,Mystery,Thriller",6.9,287842
Blow,2001,124,"Biography,Crime,Drama",7.5,287712
Primal Fear,1996,129,"Crime,Drama,Mystery",7.7,287504
American Pie 2,2001,108,Comedy,6.5,287388
Bridget Jones's Diary,2001,97,"Comedy,Drama,Romance",6.8,287289
GoldenEye,1995,130,"Action,Adventure,Thriller",7.2,286850
Dodgeball: A True Underdog Story,2004,92,"Comedy,Sport",6.7,286734
Ice Age: Dawn of the Dinosaurs,2009,94,"Adventure,Animation,Comedy",6.9,286511
Legally Blonde,2001,96,"Comedy,Romance",6.5,286294
The Invisible Man,2020,124,"Drama,Horror,Mystery",7.1,286161
Cloudy with a Chance of Meatballs,2009,90,"Adventure,Animation,Comedy",6.9,286105
Modern Times,1936,87,"Comedy,Drama,Romance",8.5,285581
Minions,2015,91,"Adventure,Animation,Comedy",6.4,285460
Lincoln,2012,150,"Biography,Drama,History",7.3,285119
Little Women,2019,135,"Drama,Romance",7.8,284984
Chappie,2015,120,"Action,Crime,Drama",6.8,284381
The Adjustment Bureau,2011,106,"Crime,Drama,Mystery",7.0,283179
Singin' in the Rain,1952,103,"Comedy,Musical,Romance",8.3,283129
Paul,2011,104,"Adventure,Comedy,Sci-Fi",6.9,282925
Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,2020,109,"Action,Comedy,Crime",6.1,282913
Batman & Robin,1997,125,"Action,Sci-Fi",3.8,282910
The Twilight Saga: Breaking Dawn - Part 2,2012,115,"Adventure,Drama,Fantasy",5.6,282865
Batman Forever,1995,121,"Action,Adventure",5.5,282642
Thunderbolts*,2025,127,"Action,Adventure,Crime",7.1,282572
The Twilight Saga: Eclipse,2010,124,"Action,Adventure,Drama",5.1,282413
Ad Astra,2019,123,"Adventure,Drama,Mystery",6.5,281786
The Elephant Man,1980,124,"Biography,Drama",8.2,281661
21,2008,123,"Crime,Drama,Thriller",6.8,281480
Vicky Cristina Barcelona,2008,96,"Comedy,Drama,Romance",7.1,281017
Walk the Line,2005,136,"Biography,Drama,Music",7.8,280947
Dirty Dancing,1987,100,"Drama,Music,Romance",7.1,280765
Hercules,1997,93,"Action,Adventure,Animation",7.3,280398
Game Night,2018,100,"Action,Adventure,Comedy",6.9,279793
Perfume: The Story of a Murderer,2006,147,"Crime,Drama,Fantasy",7.5,279452
Southpaw,2015,124,"Action,Drama,Sport",7.3,279281
Clueless,1995,97,"Comedy,Romance",6.9,278652
Hell or High Water,2016,102,"Crime,Drama,Thriller",7.6,278508
A Separation,2011,123,Drama,8.3,278273
Chronicle,2012,84,"Crime,Drama,Mystery",7.0,278230
Orphan,2009,123,"Horror,Mystery,Thriller",7.0,278150
Eastern Promises,2007,100,"Crime,Drama,Thriller",7.6,278016
Crank,2006,88,"Action,Crime,Thriller",6.9,277905
The Great Escape,1963,172,"Adventure,Drama,Thriller",8.2,277855
Life,2017,104,"Horror,Sci-Fi,Thriller",6.6,277760
The A-Team,2010,117,"Action,Adventure,Crime",6.7,277527
Noah,2014,138,"Action,Adventure,Drama",5.8,277333
Unknown,2011,113,"Action,Mystery,Thriller",6.8,276735
Total Recall,2012,118,"Action,Adventure,Sci-Fi",6.2,276589
San Andreas,2015,114,"Action,Adventure,Animation",6.1,276203
RocknRolla,2008,114,"Action,Crime,Thriller",7.2,275540
Changeling,2008,141,"Biography,Crime,Drama",7.7,275368
Valkyrie,2008,121,"Drama,History,Thriller",7.1,275259
The Boy in the Striped Pajamas,2008,94,"Drama,War",7.7,275224
Enemy of the State,1998,132,"Action,Thriller",7.3,275219
The Fate of the Furious,2017,136,"Action,Crime,Thriller",6.6,274968
Gremlins,1984,106,"Comedy,Fantasy,Horror",7.3,274963
Conclave,2024,120,"Drama,Thriller",7.4,274906
The Grey,2011,117,"Action,Adventure,Drama",6.7,274818
The Passion of the Christ,2004,127,Drama,7.3,274814
Disturbia,2007,105,"Crime,Drama,Mystery",6.8,274740
Spy,2015,120,"Action,Comedy",7.0,274720
Philadelphia,1993,125,Drama,7.7,274520
Dungeons & Dragons: Honor Among Thieves,2023,134,"Action,Adventure,Comedy",7.2,274492
The Reader,2008,124,"Drama,Mystery,Romance",7.6,274237
Rio,2011,96,"Adventure,Animation,Comedy",6.9,274127
The Gray Man,2022,122,"Action,Mystery,Thriller",6.5,274126
Austin Powers: International Man of Mystery,1997,89,"Adventure,Comedy",7.0,274045
Prey,2022,100,"Action,Adventure,Horror",7.1,273898
The Twilight Saga: Breaking Dawn - Part 1,2011,117,"Adventure,Drama,Fantasy",5.0,273879
A History of Violence,2005,96,"Action,Crime,Drama",7.4,273804
The Descent,2005,99,"Adventure,Horror,Thriller",7.2,273408
The Bucket List,2007,97,"Adventure,Comedy,Drama",7.3,272981
The Talented Mr. Ripley,1999,139,"Crime,Drama,Thriller",7.4,272661
Paranormal Activity,2007,86,"Horror,Mystery",6.3,272495
When Harry Met Sally...,1989,95,"Comedy,Drama,Romance",7.7,272453
The Divergent Series: Insurgent,2015,119,"Action,Adventure,Animation",6.2,271965
The Karate Kid,1984,126,"Action,Drama,Family",7.3,271936
Madagascar: Escape 2 Africa,2008,89,"Adventure,Animation,Comedy",6.7,271798
The Polar Express,2004,100,"Adventure,Animation,Family",6.6,271735
The Road,2009,111,"Drama,Thriller",7.2,271472
Amores Perros,2000,154,"Drama,Thriller",8.0,271287
Ben-Hur,1959,212,"Adventure,Drama",8.1,271257
Escape Plan,2013,115,"Action,Thriller",6.7,270978
Ant-Man and the Wasp: Quantumania,2023,124,"Action,Adventure,Animation",6.0,270919
The Lincoln Lawyer,2011,118,"Crime,Drama,Mystery",7.3,270744
The Babadook,2014,94,"Drama,Horror,Mystery",6.8,270531
Star Trek Beyond,2016,122,"Action,Adventure,Sci-Fi",7.0,270405
Battleship,2012,131,"Action,Adventure,Sci-Fi",5.8,270034
Civil War,2024,109,"Action,Thriller,War",7.0,269914
Ghost Rider,2007,110,"Action,Fantasy,Thriller",5.3,269776
Tarzan,1999,88,"Adventure,Animation,Comedy",7.3,269532
The Beach,2000,119,"Adventure,Drama,Romance",6.6,269257
What's Eating Gilbert Grape,1993,118,Drama,7.7,269255
The Tourist,2010,103,"Action,Romance,Thriller",6.0,268994
Mother!,2017,121,"Drama,Horror,Mystery",6.6,268852
Dracula,1992,128,"Fantasy,Horror,Romance",7.4,268469
Memories of Murder,2003,131,"Crime,Drama,Mystery",8.1,268387
Natural Born Killers,1994,119,"Crime,Romance",7.2,268162
Godzilla vs. Kong,2021,113,"Action,Sci-Fi,Thriller",6.3,267919
Nosferatu,2024,132,"Fantasy,Horror,Mystery",7.1,267656
National Treasure: Book of Secrets,2007,124,"Action,Adventure,Mystery",6.5,267562
Saltburn,2023,131,"Drama,Thriller",7.0,267359
The Fantastic Four: First Steps,2025,115,"Action,Adventure,Sci-Fi",6.8,267321
Lion,2016,118,"Biography,Drama",8.0,267078
The Fall Guy,2024,126,"Action,Comedy,Drama",6.8,265982
The Black Phone,2021,103,"Horror,Mystery,Thriller",6.9,265785
Misery,1990,107,"Drama,Thriller",7.8,265712
Ender's Game,2013,114,"Action,Adventure,Animation",6.6,265286
Pitch Black,2000,109,"Horror,Sci-Fi,Thriller",7.0,264245
"Me, Myself & Irene",2000,116,Comedy,6.6,264059
The Girl Next Door,2004,109,"Comedy,Drama,Romance",6.7,264018
The Impossible,2012,114,"Drama,History,Thriller",7.5,263647
The Holdovers,2023,133,"Comedy,Drama",7.9,263175
Predators,2010,107,"Action,Adventure,Sci-Fi",6.4,263031
Austin Powers: The Spy Who Shagged Me,1999,95,"Action,Adventure,Comedy",6.7,263016
Lawless,2012,116,"Biography,Crime,Drama",7.2,262978
The Hitman's Bodyguard,2017,118,"Action,Adventure,Comedy",6.9,262974
The Boondock Saints,1999,108,"Action,Crime,Thriller",7.6,262653
Barbarian,2022,102,"Horror,Mystery,Thriller",7.0,262614
Knowing,2009,121,"Mystery,Sci-Fi,Thriller",6.2,262475
Elvis,2022,159,"Biography,Drama,Music",7.3,262297
Cube,1997,90,"Horror,Mystery,Sci-Fi",7.1,261954
Ocean's Eight,2018,110,"Comedy,Crime,Thriller",6.3,261952
"I, Tonya",2017,119,"Biography,Comedy,Drama",7.5,261933
Sucker Punch,2011,110,"Action,Adventure,Fantasy",6.1,261750
Ted 2,2015,115,Comedy,6.3,261655
Sunset Boulevard,1950,110,"Drama,Film-Noir",8.4,261588
The Iron Giant,1999,86,"Action,Adventure,Animation",8.1,261463
Romeo + Juliet,1996,120,"Drama,Romance",6.7,261351
Silent Hill,2006,125,"Horror,Mystery",6.5,261148
Rush Hour 2,2001,90,"Action,Comedy,Crime",6.7,261141
The Purge,2013,85,"Horror,Sci-Fi,Thriller",5.8,261060
Big,1988,104,"Comedy,Drama,Fantasy",7.3,261039
True Romance,1993,119,"Crime,Drama,Romance",7.9,260811
The Descendants,2011,115,"Comedy,Drama",7.3,260069
The Favourite,2018,119,"Biography,Comedy,Drama",7.5,259223
Ghostbusters,2016,117,"Action,Comedy,Fantasy",6.8,259056
Mars Attacks!,1996,106,"Comedy,Sci-Fi",6.4,258968
Project X,2012,88,"Comedy,Thriller",6.7,258720
Rosemary's Baby,1968,137,"Drama,Horror",8.0,258627
The Adam Project,2022,106,"Action,Adventure,Animation",6.7,258611
The Great Dictator,1940,125,"Comedy,Drama,War",8.4,258511
The Fountain,2006,97,"Drama,Mystery,Romance",7.1,258485
Jason Bourne,2016,123,"Action,Thriller",6.6,258103
Mr. Nobody,2009,141,"Drama,Fantasy,Romance",7.7,257922
Fast & Furious Presents: Hobbs & Shaw,2019,137,"Action,Adventure,Thriller",6.4,257735
Cars 2,2011,106,"Adventure,Animation,Comedy",6.2,257733
Ghost,1990,126,"Drama,Fantasy,Romance",7.1,257199
Chicago,2002,113,"Comedy,Crime,Musical",7.2,257004
Rambo,2008,92,"Action,Thriller",7.0,256917
Master and Commander: The Far Side of the World,2003,138,"Action,Adventure,Drama",7.5,256707
Napoleon Dynamite,2004,96,Comedy,7.0,256677
Old School,2003,88,Comedy,7.0,256518
Promising Young Woman,2020,113,"Crime,Drama,Mystery",7.5,256463
The Artist,2011,100,"Comedy,Drama,Romance",7.8,255635
Warm Bodies,2013,98,"Action,Comedy,Horror",6.8,255633
No Strings Attached,2011,108,"Comedy,Romance",6.2,255631
