primaryTitle,startYear,runtimeMinutes,genres,averageRating,numVotes
Mean Girls,2004,97,Comedy,7.1,486524
Midsommar,2019,148,"Drama,Horror,Mystery",7.1,486456
In Time,2011,109,"Action,Sci-Fi,Thriller",6.7,484844
Princess Mononoke,1997,133,"Adventure,Animation,Fantasy",8.3,484168
3 Idiots,2009,170,"Comedy,Drama",8.4,483560
John Wick: Chapter 3 - Parabellum,2019,130,"Action,Crime,Thriller",7.4,481860
Madagascar,2005,86,"Adventure,Animation,Comedy",6.9,481481
Room,2015,118,"Drama,Thriller",8.1,480970
Armageddon,1998,151,"Action,Adventure,Sci-Fi",6.7,480223
Brave,2012,93,"Action,Adventure,Animation",7.1,480183
Black Widow,2021,134,"Action,Adventure,Sci-Fi",6.6,478835
Borat,2006,84,Comedy,7.4,478581
The Lost World: Jurassic Park,1997,129,"Action,Adventure,Sci-Fi",6.6,478028
Big Fish,2003,125,"Adventure,Drama,Fantasy",7.9,477738
The Shape of Water,2017,123,"Drama,Fantasy,Romance",7.3,476857
Zack Snyder's Justice League,2021,242,"Adventure,Fantasy,Sci-Fi",7.9,474163
The Irishman,2019,209,"Biography,Crime,Drama",7.8,473873
The Breakfast Club,1985,97,"Comedy,Drama",7.8,473583
Guardians of the Galaxy Vol. 3,2023,150,"Action,Adventure,Comedy",7.9,473489
Platoon,1986,120,"Drama,War",8.1,472314
The Game,1997,129,"Drama,Mystery,Thriller",7.7,472303
The Mask,1994,101,"Comedy,Crime,Fantasy",7.0,471823
Midnight in Paris,2011,94,"Comedy,Fantasy,Romance",7.6,471809
E.T. the Extra-Terrestrial,1982,115,"Adventure,Family,Sci-Fi",7.9,471807
King Kong,2005,187,"Action,Adventure,Romance",7.2,471311
Bruce Almighty,2003,101,"Comedy,Fantasy",6.8,471263
American Pie,1999,95,Comedy,7.0,469152
Amadeus,1984,160,"Biography,Drama,Music",8.4,469060
Collateral,2004,120,"Action,Crime,Drama",7.5,468627
Unforgiven,1992,130,"Drama,Western",8.2,468580
Alice in Wonderland,2010,108,"Adventure,Family,Fantasy",6.4,468575
Unbreakable,2000,106,"Drama,Mystery,Sci-Fi",7.3,468495
The Wizard of Oz,1939,102,"Adventure,Family,Fantasy",8.1,468343
The Equalizer,2014,132,"Action,Crime,Thriller",7.3,467284
Godzilla,2014,123,"Action,Adventure,Sci-Fi",6.4,465439
Thor: Love and Thunder,2022,118,"Action,Adventure,Comedy",6.1,462725
Crash,2004,112,"Crime,Drama,Thriller",7.7,462510
Despicable Me 2,2013,98,"Adventure,Animation,Comedy",7.3,460738
The Suicide Squad,2021,132,"Action,Adventure,Comedy",7.2,459647
Vertigo,1958,128,"Mystery,Romance,Thriller",8.2,458862
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,143,"Adventure,Family,Fantasy",6.9,458766
The Gentlemen,2019,113,"Action,Comedy,Crime",7.8,458717
The Fast and the Furious,2001,106,"Action,Crime,Thriller",6.8,458518
Hereditary,2018,127,"Drama,Horror,Mystery",7.3,458331
Home Alone 2: Lost in New York,1992,120,"Adventure,Comedy,Crime",6.9,457045
Transformers: Dark of the Moon,2011,154,"Action,Adventure,Animation",6.2,456715
This Is the End,2013,107,"Comedy,Fantasy,Sci-Fi",6.6,456387
The Godfather Part III,1990,162,"Crime,Drama",7.5,456385
Black Hawk Down,2001,144,"Action,Drama,History",7.7,455608
Transformers: Revenge of the Fallen,2009,149,"Action,Adventure,Sci-Fi",6.0,455055
10 Things I Hate About You,1999,97,"Comedy,Drama,Romance",7.4,452369
Soul,2020,100,"Adventure,Animation,Comedy",8.0,450608
A Star Is Born,2018,136,"Drama,Music,Romance",7.6,449772
The Town,2010,125,"Crime,Drama,Thriller",7.5,448658
Scream,1996,111,"Horror,Mystery",7.4,447421
Mission: Impossible - Rogue Nation,2015,131,"Action,Adventure,Thriller",7.4,446782
The Devil's Advocate,1997,144,"Drama,Fantasy,Mystery",7.5,446433
Cloverfield,2008,85,"Action,Horror,Sci-Fi",7.0,444876
Easy A,2010,92,"Comedy,Drama,Romance",7.0,444493
The Lives of Others,2006,137,"Drama,Mystery,Thriller",8.4,443881
Dumb and Dumber,1994,107,Comedy,7.3,443700
The Machinist,2004,101,"Drama,Thriller",7.6,442600
Moana,2016,107,"Adventure,Animation,Comedy",7.6,442404
22 Jump Street,2014,112,"Action,Comedy,Crime",7.0,440774
Fast & Furious 6,2013,130,"Action,Adventure,Crime",7.0,440581
Furious 7,2015,137,"Action,Thriller",7.1,440386
The Substance,2024,141,"Drama,Horror,Sci-Fi",7.2,439061
Ocean's Twelve,2004,125,"Crime,Thriller",6.5,438084
Terminator 3: Rise of the Machines,2003,109,"Action,Sci-Fi",6.3,437784
Live Free or Die Hard,2007,128,"Action,Thriller",7.1,436179
About Time,2013,123,"Comedy,Drama,Fantasy",7.8,435477
Monty Python's Life of Brian,1979,94,Comedy,8.0,434233
Fast Five,2011,130,"Action,Crime,Thriller",7.3,433995
My Neighbor Totoro,1988,86,"Adventure,Animation,Comedy",8.1,432971
Men in Black II,2002,88,"Action,Adventure,Comedy",6.2,432464
Batman,1989,126,Crime,7.5,432220
Die Hard: With a Vengeance,1995,128,"Action,Adventure,Thriller",7.6,431013
Eyes Wide Shut,1999,159,"Drama,Mystery,Thriller",7.5,430850
Wanted,2008,110,"Action,Crime,Thriller",6.7,429019
Mulholland Drive,2001,147,"Drama,Mystery,Thriller",7.9,428772
Eternals,2021,156,"Action,Adventure,Fantasy",6.2,428335
Face/Off,1997,138,"Action,Crime,Sci-Fi",7.3,427934
The Others,2001,104,"Horror,Mystery,Thriller",7.6,427269
Monsters University,2013,104,"Adventure,Animation,Comedy",7.2,425760
Mission: Impossible III,2006,126,"Action,Adventure,Thriller",6.9,425756
Inside Man,2006,129,"Crime,Drama,Mystery",7.6,425446
127 Hours,2010,94,"Biography,Drama",7.5,425155
The Fault in Our Stars,2014,126,"Drama,Romance",7.6,425103
Maleficent,2014,97,"Adventure,Drama,Family",6.9,424996
Speed,1994,116,"Action,Adventure,Thriller",7.3,423124
Bird Box,2018,124,"Horror,Mystery,Sci-Fi",6.6,422900
2012,2009,158,"Action,Adventure,Sci-Fi",5.9,422870
Man on Fire,2004,146,"Action,Crime,Drama",7.7,421977
Snowpiercer,2013,126,"Action,Drama,Sci-Fi",7.1,421657
Friends with Benefits,2011,109,"Comedy,Romance",6.5,420851
Mission: Impossible - Fallout,2018,147,"Action,Adventure,Thriller",7.7,420774
Beetlejuice,1988,92,"Comedy,Fantasy",7.4,419071
Brokeback Mountain,2005,134,"Drama,Romance",7.7,417914
Superman,2025,129,"Action,Adventure,Sci-Fi",7.0,417901
The Nice Guys,2016,116,"Action,Comedy,Crime",7.4,417631
The Lego Movie,2014,100,"Action,Adventure,Animation",7.7,417246
Ferris Bueller's Day Off,1986,103,Comedy,7.8,416928
50 First Dates,2004,99,"Comedy,Drama,Romance",6.8,416153
One Battle After Another,2025,161,"Crime,Drama,Thriller",7.6,415694
The Hunger Games: Mockingjay - Part 2,2015,137,"Action,Adventure,Sci-Fi",6.6,415620
Signs,2002,106,"Drama,Mystery,Sci-Fi",6.8,414995
Mission: Impossible II,2000,123,"Action,Adventure,Thriller",6.1,414968
Jumanji,1995,104,"Adventure,Comedy,Family",7.1,414470
Shazam!,2019,132,"Action,Adventure,Comedy",7.0,414253
John Wick: Chapter 4,2023,169,"Action,Crime,Thriller",7.6,412952
Men in Black 3,2012,106,"Action,Adventure,Comedy",6.8,412664
Sleepy Hollow,1999,105,"Fantasy,Horror,Mystery",7.3,412583
The Nightmare Before Christmas,1993,76,"Adventure,Animation,Family",7.9,412056
The Hunt,2012,115,Drama,8.3,411013
Night at the Museum,2006,108,"Adventure,Comedy,Family",6.5,410970
Solo: A Star Wars Story,2018,135,"Action,Adventure,Sci-Fi",6.9,410814
Raging Bull,1980,129,"Biography,Drama,Sport",8.1,410591
The Aviator,2004,170,"Biography,Drama",7.5,409450
Poor Things,2023,141,"Comedy,Drama,Romance",7.7,408939
Constantine,2005,121,"Action,Fantasy,Horror",7.0,408831
The Fighter,2010,116,"Action,Biography,Drama",7.8,408608
Once Upon a Time in America,1984,229,"Crime,Drama",8.3,408523
The Italian Job,2003,111,"Action,Crime,Thriller",7.0,407815
Die Hard 2,1990,124,"Action,Thriller",7.2,407619
Sweeney Todd: The Demon Barber of Fleet Street,2007,116,"Drama,Horror,Musical",7.3,407023
Pretty Woman,1990,119,"Comedy,Romance",7.1,406740
Yes Man,2008,104,"Comedy,Romance",6.8,405451
Jackie Brown,1997,154,"Crime,Drama,Thriller",7.5,405075
The Illusionist,2006,110,"Drama,Fantasy,Mystery",7.5,404944
How to Train Your Dragon 2,2014,102,"Action,Adventure,Animation",7.8,402849
The Ring,2002,115,"Horror,Mystery",7.1,402837
Kingsman: The Golden Circle,2017,141,"Action,Adventure,Comedy",6.7,402355
Seven Samurai,1954,207,"Action,Drama",8.6,402263
Anchorman: The Legend of Ron Burgundy,2004,94,Comedy,7.1,402221
Downfall,2004,156,"Biography,Drama,History",8.2,400896
Knocked Up,2007,129,"Comedy,Romance",6.9,400196
Wedding Crashers,2005,119,"Comedy,Romance",7.0,398956
The Proposal,2009,108,"Comedy,Drama,Romance",6.8,398532
Flight,2012,138,"Drama,Thriller",7.3,398057
The Accountant,2016,128,"Action,Crime,Drama",7.3,397450
Snow White,2025,109,"Adventure,Family,Fantasy",2.2,396263
Moon,2009,97,"Drama,Mystery,Sci-Fi",7.8,395992
Nobody,2021,92,"Action,Crime,Drama",7.4,395625
Annihilation,2018,115,"Adventure,Drama,Horror",6.8,394779
Your Name.,2016,106,"Animation,Drama,Fantasy",8.4,394663
Us,2019,116,"Horror,Mystery,Thriller",6.8,393910
Terminator Salvation,2009,115,"Action,Adventure,Sci-Fi",6.5,393281
Hotel Rwanda,2004,121,"Biography,Drama,History",8.1,392492
Jack Reacher,2012,130,"Action,Thriller",7.0,392481
Click,2006,107,"Comedy,Drama,Fantasy",6.4,388427
The Blind Side,2009,129,"Biography,Drama,Sport",7.6,388080
Ocean's Thirteen,2007,122,"Crime,Thriller",6.9,387704
Tron: Legacy,2010,125,"Action,Adventure,Sci-Fi",6.8,387661
Grave of the Fireflies,1988,88,"Animation,Drama,War",8.5,387334
Cloud Atlas,2012,172,"Drama,Mystery,Sci-Fi",7.3,386951
Pirates of the Caribbean: Dead Men Tell No Tales,2017,129,"Action,Adventure,Fantasy",6.5,386345
The Deer Hunter,1978,183,"Drama,War",8.1,386344
Notting Hill,1999,124,"Comedy,Drama,Romance",7.2,385690
Black Panther: Wakanda Forever,2022,161,"Action,Adventure,Animation",6.6,385293
10 Cloverfield Lane,2016,103,"Drama,Horror,Sci-Fi",7.2,385210
Once Upon a Time in the West,1968,145,"Drama,Western",8.5,384626
Moonrise Kingdom,2012,94,"Adventure,Comedy,Drama",7.7,383400
Jurassic World: Fallen Kingdom,2018,128,"Action,Adventure,Sci-Fi",6.1,382487
Boyhood,2014,165,Drama,7.9,382186
Total Recall,1990,113,"Action,Adventure,Sci-Fi",7.5,382063
Real Steel,2011,127,"Action,Drama,Sci-Fi",7.1,381383
Super 8,2011,112,"Action,Sci-Fi,Thriller",7.0,381306
The Rock,1996,136,"Action,Adventure,Thriller",7.4,381104
The Expendables,2010,103,"Action,Adventure,Thriller",6.4,380755
Meet the Parents,2000,108,"Comedy,Romance",7.0,379263
Before Sunrise,1995,101,"Comedy,Drama,Romance",8.1,378915
Pride & Prejudice,2005,129,"Drama,Romance",7.8,377998
National Treasure,2004,131,"Action,Adventure,Mystery",6.9,377876
The Interview,2014,112,"Action,Adventure,Comedy",6.5,377645
Interview with the Vampire: The Vampire Chronicles,1994,123,"Drama,Fantasy,Horror",7.5,377500
Burn After Reading,2008,96,"Comedy,Crime,Drama",7.0,377094
True Grit,2010,110,"Drama,Western",7.6,376950
Chinatown,1974,130,"Drama,Mystery,Thriller",8.1,376682
Shooter,2007,124,"Action,Drama,Thriller",7.2,376562
The Mist,2007,126,"Horror,Sci-Fi,Thriller",7.1,375803
Kong: Skull Island,2017,118,"Action,Adventure,Fantasy",6.7,375495
Fantastic Four,2005,106,"Action,Adventure,Fantasy",5.7,374418
Pineapple Express,2008,111,"Action,Comedy,Crime",6.9,373559
The Secret Life of Walter Mitty,2013,114,"Adventure,Comedy,Drama",7.3,372742
Marriage Story,2019,137,"Drama,Romance",7.9,372518
Due Date,2010,95,"Comedy,Drama",6.5,372407
Scent of a Woman,1992,156,Drama,8.0,372375
Incredibles 2,2018,118,"Action,Adventure,Animation",7.5,371811
Jurassic Park III,2001,92,"Action,Adventure,Sci-Fi",6.0,371513
From Dusk Till Dawn,1996,108,"Action,Crime,Horror",7.2,371030
Hellboy,2004,122,"Action,Adventure,Fantasy",6.9,370985
Pearl Harbor,2001,183,"Action,Drama,Romance",6.3,370248
Being John Malkovich,1999,113,"Comedy,Drama,Fantasy",7.7,369301
North by Northwest,1959,136,"Adventure,Drama,Mystery",8.3,368923
The Dictator,2012,83,Comedy,6.5,368840
The Mummy Returns,2001,130,"Action,Adventure,Fantasy",6.4,368518
The Holiday,2006,136,"Comedy,Romance",7.0,368137
Insidious,2010,103,"Horror,Mystery,Thriller",6.8,367580
Weapons,2025,128,"Horror,Mystery",7.4,366279
F1: The Movie,2025,155,"Drama,Sport",7.6,365732
Lady Bird,2017,94,"Comedy,Drama",7.4,364728
28 Weeks Later,2007,100,"Horror,Sci-Fi",6.8,364421
The Hangover Part III,2013,100,"Comedy,Crime",5.9,364235
The Simpsons Movie,2007,87,"Adventure,Animation,Comedy",7.3,363816
Liar Liar,1997,86,"Comedy,Fantasy",6.9,363533
Equilibrium,2002,107,"Action,Drama,Sci-Fi",7.3,362745
Les Misérables,2012,158,"Drama,Musical,Romance",7.5,362713
Now You See Me 2,2016,129,"Action,Adventure,Comedy",6.4,362044
The Book of Eli,2010,118,"Action,Adventure,Drama",6.8,361667
Shrek the Third,2007,93,"Adventure,Animation,Comedy",6.1,361359
Up in the Air,2009,109,"Comedy,Drama,Romance",7.4,361200
Call Me by Your Name,2017,132,"Drama,Romance",7.8,360120
Lord of War,2005,122,"Crime,Drama",7.6,359884
Apocalypto,2006,139,"Action,Adventure,Drama",7.9,359810
Beauty and the Beast,2017,129,"Adventure,Family,Fantasy",7.1,359408
School of Rock,2003,109,"Comedy,Music",7.2,358982
Kung Fu Panda 2,2011,90,"Action,Adventure,Animation",7.3,358481
Manchester by the Sea,2016,137,Drama,7.8,357934
Uncut Gems,2019,135,"Crime,Drama,Thriller",7.4,357526
Donnie Brasco,1997,127,"Biography,Crime,Drama",7.7,357302
The Man from U.N.C.L.E.,2015,116,"Action,Adventure,Comedy",7.2,357295
Fifty Shades of Grey,2015,125,"Drama,Romance,Thriller",4.2,357003
It: Chapter Two,2019,169,"Drama,Fantasy,Horror",6.5,356307
Gone with the Wind,1939,238,"Drama,Romance,War",8.2,355924
Red Notice,2021,118,"Action,Comedy,Thriller",6.3,355398
Kingdom of Heaven,2005,144,"Action,Adventure,Drama",7.3,354921
Ace Ventura: Pet Detective,1994,86,Comedy,6.9,354801
50/50,2011,100,"Comedy,Drama,Romance",7.6,354650
The Untouchables,1987,119,"Crime,Drama,Thriller",7.8,353758
The Witch,2015,92,"Drama,Fantasy,Horror",7.0,353297
Alien³,1992,114,"Action,Horror,Sci-Fi",6.4,353120
Moonlight,2016,111,Drama,7.4,352932
8 Mile,2002,110,"Drama,Music",7.2,352325
"O Brother, Where Art Thou?",2000,107,"Adventure,Comedy,Crime",7.7,352251
Pitch Perfect,2012,112,"Comedy,Music,Romance",7.1,351734
3:10 to Yuma,2007,122,"Action,Crime,Drama",7.6,351509
To Kill a Mockingbird,1962,129,"Crime,Drama",8.2,350916
Transformers: Age of Extinction,2014,165,"Action,Adventure,Animation",5.6,350489
Magnolia,1999,188,Drama,8.0,350233
Batman Returns,1992,126,"Action,Crime,Fantasy",7.1,350024
Hitch,2005,118,"Comedy,Romance",6.6,349795
Hugo,2011,126,"Adventure,Drama,Family",7.5,349794
Project Hail Mary,2026,156,"Adventure,Comedy,Drama",8.3,348738
The Greatest Showman,2017,105,"Biography,Drama,Musical",7.5,348735
There's Something About Mary,1998,119,"Comedy,Romance",7.1,348594
Gattaca,1997,106,"Drama,Sci-Fi,Thriller",7.7,347862
Mulan,1998,87,"Adventure,Animation,Comedy",7.7,347189
The Fugitive,1993,130,"Action,Crime,Drama",7.8,347168
Elf,2003,97,"Adventure,Comedy,Family",7.1,347104
Starship Troopers,1997,129,"Action,Adventure,Sci-Fi",7.3,347049
Deja Vu,2006,126,"Action,Crime,Sci-Fi",7.1,346062
Neighbors,2014,97,Comedy,6.3,345987
Law Abiding Citizen,2009,109,"Action,Crime,Drama",7.4,345874
Alien: Covenant,2017,122,"Horror,Sci-Fi,Thriller",6.4,345753
El Camino,2019,122,"Crime,Drama,Thriller",7.3,345623
Bridge of Spies,2015,142,"Drama,History,Thriller",7.6,344962
The Conjuring 2,2016,134,"Horror,Mystery,Thriller",7.3,344036
Hachi: A Dog's Tale,2009,93,"Biography,Drama,Family",8.1,343736
Insomnia,2002,118,"Drama,Mystery,Thriller",7.2,343654
Salt,2010,100,"Action,Thriller",6.5,343267
The Island,2005,136,"Action,Sci-Fi,Thriller",6.8,342636
Step Brothers,2008,98,Comedy,6.9,342043
Zero Dark Thirty,2012,157,"Drama,History,Thriller",7.4,342007
Lawrence of Arabia,1962,227,"Adventure,Biography,Drama",8.3,341759
Con Air,1997,115,"Action,Crime,Thriller",6.9,340116
A.I. Artificial Intelligence,2001,146,"Adventure,Drama,Sci-Fi",7.2,339814
Halloween,1978,91,"Horror,Thriller",7.7,339633
Nocturnal Animals,2016,116,"Drama,Thriller",7.4,339618
Lucky Number Slevin,2006,110,"Crime,Drama,Thriller",7.7,339300
Apollo 13,1995,140,"Adventure,Drama,History",7.7,339230
RED,2010,111,"Action,Comedy,Crime",7.0,339193
The Transporter,2002,92,"Action,Crime,Thriller",6.8,338597
Jumper,2008,88,"Action,Adventure,Sci-Fi",6.1,338256
As Good as It Gets,1997,139,"Comedy,Drama,Romance",7.7,338087
A Bug's Life,1998,95,"Adventure,Animation,Comedy",7.2,337683
Taken 2,2012,92,"Action,Crime,Thriller",6.2,337365
Me Before You,2016,110,"Drama,Romance",7.4,336717
Fast & Furious,2009,107,"Action,Thriller",6.5,336314
Final Destination,2000,98,"Horror,Thriller",6.7,336225
The Royal Tenenbaums,2001,110,"Comedy,Drama",7.6,335796
Predestination,2014,97,"Action,Drama,Sci-Fi",7.4,335752
Creed,2015,133,"Action,Drama,Sport",7.6,335487
Public Enemies,2009,140,"Biography,Crime,Drama",6.9,335281
Finding Dory,2016,97,"Adventure,Animation,Comedy",7.2,334978
The Expendables 2,2012,103,"Action,Adventure,Thriller",6.6,334774
The Lobster,2015,119,"Drama,Romance,Sci-Fi",7.1,334764
Death Proof,2007,127,"Drama,Thriller",7.0,334590
How the Grinch Stole Christmas,2000,104,"Comedy,Family,Fantasy",6.4,333676
The Fast and the Furious: Tokyo Drift,2006,104,"Action,Crime,Thriller",6.1,333008
All Quiet on the Western Front,2022,148,"Drama,History,War",7.8,332533
Fantastic Beasts: The Crimes of Grindelwald,2018,134,"Adventure,Family,Fantasy",6.5,332204
Don't Breathe,2016,88,"Crime,Horror,Thriller",7.1,331654
The Wrestler,2008,109,"Drama,Sport",7.9,331494
Contagion,2011,106,"Drama,Thriller",6.8,331322
Blade,1998,120,"Action,Horror,Sci-Fi",7.1,331060
Rush Hour,1998,98,"Action,Comedy,Crime",7.1,330348
Atonement,2007,123,"Drama,Mystery,Romance",7.8,329972
Babel,2006,143,Drama,7.4,329381
300: Rise of an Empire,2014,102,"Action,Animation,Drama",6.2,329282
Corpse Bride,2005,77,"Animation,Comedy,Drama",7.4,328864
The Bourne Legacy,2012,135,"Action,Adventure,Thriller",6.6,328804
Scary Movie,2000,88,Comedy,6.3,328722
Mission: Impossible - Dead Reckoning Part One,2023,163,"Action,Adventure,Thriller",7.6,328576
War for the Planet of the Apes,2017,140,"Action,Adventure,Animation",7.4,327462
The Goonies,1985,114,"Adventure,Comedy,Family",7.7,327365
Grease,1978,110,"Comedy,Musical,Romance",7.2,326834
Megamind,2010,95,"Action,Adventure,Animation",7.3,326481
Angels & Demons,2009,138,"Mystery,Thriller",6.7,326325
Seven Pounds,2008,123,"Drama,Mystery,Thriller",7.6,326234
Bridesmaids,2011,125,Comedy,6.8,326178
The Platform,2019,94,"Horror,Mystery,Sci-Fi",7.0,325375
2 Fast 2 Furious,2003,107,"Action,Crime,Thriller",6.0,325050
Lone Survivor,2013,121,"Action,Biography,Drama",7.5,324526
Alita: Battle Angel,2019,122,"Action,Adventure,Animation",7.3,324314
A Quiet Place Part II,2020,97,"Drama,Horror,Sci-Fi",7.2,324061
How to Lose a Guy in 10 Days,2003,116,"Comedy,Romance",6.5,323684
The Twilight Saga: New Moon,2009,130,"Adventure,Drama,Fantasy",4.8,323046
Sully,2016,96,"Biography,Drama,History",7.4,323017
Murder on the Orient Express,2017,114,"Comedy,Crime,Drama",6.5,321856
Furiosa: A Mad Max Saga,2024,148,"Action,Adventure,Sci-Fi",7.5,321481
Jumanji: The Next Level,2019,123,"Action,Adventure,Comedy",6.6,320533
Rango,2011,107,"Action,Adventure,Animation",7.3,320311
Forgetting Sarah Marshall,2008,111,"Comedy,Drama,Romance",7.1,320296
Fear and Loathing in Las Vegas,1998,118,"Adventure,Comedy,Drama",7.4,319821
Frankenstein,2025,149,"Drama,Fantasy,Horror",7.4,319272
Ice Age: The Meltdown,2006,91,"Adventure,Animation,Comedy",6.8,318925
The Blair Witch Project,1999,81,"Horror,Mystery",6.5,318111
Prince of Persia: The Sands of Time,2010,116,"Action,Adventure,Fantasy",6.5,318041
A Few Good Men,1992,138,"Drama,Thriller",7.8,317831
Zoolander,2001,90,Comedy,6.5,317698
Nope,2022,130,"Horror,Mystery,Sci-Fi",6.8,317678
Sinister,2012,110,"Horror,Mystery,Thriller",6.8,317388
Cinema Paradiso,1988,174,"Drama,Romance",8.5,317100
Mrs. Doubtfire,1993,125,"Comedy,Drama,Family",7.1,317009
Bad Boys,1995,119,"Action,Comedy,Crime",6.8,316165
Wind River,2017,107,"Crime,Drama,Mystery",7.7,316144
Toy Story 4,2019,100,"Adventure,Animation,Comedy",7.6,316111
Before Sunset,2004,80,"Drama,Romance",8.1,316056
Serenity,2005,119,"Action,Adventure,Sci-Fi",7.8,315899
Aladdin,2019,128,"Adventure,Comedy,Family",6.9,315573
Snow White and the Huntsman,2012,127,"Action,Adventure,Drama",6.1,315343
Almost Famous,2000,122,"Adventure,Comedy,Drama",7.9,315064
BlacKkKlansman,2018,135,"Biography,Comedy,Crime",7.5,315057
Panic Room,2002,112,"Crime,Drama,Thriller",6.8,314959
Moulin Rouge!,2001,127,"Drama,Musical,Romance",7.5,314895
Hotel Transylvania,2012,91,"Animation,Comedy,Family",7.0,314895
1408,2007,104,"Fantasy,Horror,Mystery",6.8,314847
Contact,1997,150,"Drama,Mystery,Sci-Fi",7.5,314209
Grown Ups,2010,102,Comedy,6.0,314144
Hannibal,2001,131,"Crime,Drama,Thriller",6.8,314079
The World's End,2013,109,"Action,Comedy,Sci-Fi",6.9,313288
The Patriot,2000,165,"Action,Drama,War",7.2,313004
Dredd,2012,95,"Action,Crime,Sci-Fi",7.1,312668
The Little Mermaid,1989,83,"Adventure,Animation,Family",7.6,312605
Jerry Maguire,1996,139,"Comedy,Drama,Romance",7.3,312456
Red Dragon,2002,124,"Crime,Drama,Thriller",7.2,312121
Wonder Woman 1984,2020,151,"Action,Adventure,Fantasy",5.3,311611
Gone Baby Gone,2007,114,"Crime,Drama,Mystery",7.6,311567
Resident Evil,2002,100,"Action,Horror,Sci-Fi",6.6,311468
Dances with Wolves,1990,181,"Adventure,Drama,Western",8.0,310841
The Intern,2015,121,"Comedy,Drama",7.1,310672
Gone in 60 Seconds,2000,118,"Action,Crime,Thriller",6.5,310575
The Place Beyond the Pines,2012,140,"Crime,Drama,Thriller",7.3,310252
The Other Guys,2010,107,"Action,Comedy,Crime",6.7,310215
RoboCop,1987,102,"Action,Crime,Sci-Fi",7.6,309359
Vanilla Sky,2001,136,"Fantasy,Mystery,Romance",6.9,309322
Office Space,1999,89,Comedy,7.6,309250
Green Lantern,2011,114,"Action,Adventure,Animation",5.5,309003
Maze Runner: The Scorch Trials,2015,131,"Action,Adventure,Sci-Fi",6.3,308622
Killers of the Flower Moon,2023,206,"Crime,Drama,History",7.5,308553
Train to Busan,2016,118,"Action,Horror,Thriller",7.6,308310
Happy Gilmore,1996,92,"Comedy,Sport",7.0,308280
Terminator Genisys,2015,126,"Action,Adventure,Sci-Fi",6.3,307947
Van Helsing,2004,131,"Action,Adventure,Fantasy",6.1,307577
Olympus Has Fallen,2013,119,"Action,Thriller",6.5,307293
Mamma Mia!,2008,108,"Comedy,Musical,Romance",6.5,307051
Boogie Nights,1997,155,Drama,7.9,306574
Fantastic Mr. Fox,2009,87,"Adventure,Animation,Comedy",7.9,306285
The Jungle Book,2016,106,"Action,Adventure,Animation",7.3,306097
Clash of the Titans,2010,106,"Action,Adventure,Fantasy",5.8,305429
Venom: Let There Be Carnage,2021,97,"Action,Adventure,Animation",5.9,304934
Glass,2019,129,"Drama,Fantasy,Horror",6.6,304656
Black Adam,2022,125,"Action,Adventure,Fantasy",6.1,304542
Some Like It Hot,1959,121,"Comedy,Music,Romance",8.2,304463
The Matrix Resurrections,2021,148,"Action,Sci-Fi",5.6,303774
Superman Returns,2006,154,"Action,Adventure,Sci-Fi",6.1,303360
The Lighthouse,2019,109,"Drama,Fantasy,Horror",7.4,303324
The Sting,1973,129,"Comedy,Crime,Drama",8.2,302395
Gladiator II,2024,148,"Adventure,Drama",6.4,302271
Phone Booth,2002,81,"Crime,Thriller",7.1,302251
The Graduate,1967,106,"Comedy,Drama,Romance",8.0,302155
First Blood,1982,93,"Action,Adventure,Thriller",7.7,302077
Meet the Fockers,2004,115,"Comedy,Romance",6.4,301757
Coraline,2009,100,"Animation,Drama,Family",7.8,301262
Underworld,2003,121,"Action,Fantasy,Thriller",7.0,301207
Uncharted,2022,116,"Action,Adventure",6.3,301127
True Lies,1994,141,"Action,Comedy,Thriller",7.3,301048
Road to Perdition,2002,117,"Crime,Drama,Thriller",7.6,300892
The Northman,2022,137,"Action,Adventure,Drama",7.0,300771
For a Few Dollars More,1965,132,"Drama,Western",8.2,300548
Kick-Ass 2,2013,103,"Action,Comedy,Crime",6.5,300403
War Dogs,2016,114,"Biography,Comedy,Crime",7.1,300313
It Follows,2014,100,"Horror,Mystery,Thriller",6.8,300126
Meet Joe Black,1998,178,"Drama,Fantasy,Romance",7.2,299857
Fantastic Four: Rise of the Silver Surfer,2007,92,"Action,Adventure,Fantasy",5.6,299633
John Carter,2012,132,"Action,Adventure,Animation",6.6,299536
Stardust,2007,127,"Adventure,Fantasy,Romance",7.6,299058
Hellboy II: The Golden Army,2008,120,"Action,Adventure,Fantasy",7.0,299047
The Whale,2022,117,Drama,7.6,298301
Encanto,2021,102,"Animation,Comedy,Family",7.2,297735
Saw II,2005,93,"Horror,Mystery",6.6,297585
Cruella,2021,134,"Adventure,Comedy,Crime",7.3,297348
The Village,2004,108,"Drama,Mystery,Thriller",6.6,297124
The Super Mario Bros. Movie,2023,92,"Adventure,Animation,Comedy",7.0,296911
The Banshees of Inisherin,2022,114,"Comedy,Drama",7.6,296771
Robin Hood,2010,140,"Action,Adventure,Drama",6.6,296643
Lethal Weapon,1987,109,"Action,Crime,Thriller",7.6,296401
Warcraft,2016,123,"Action,Adventure,Animation",6.7,296005
Focus,2015,105,"Comedy,Crime,Drama",6.6,295533
