nconst,primaryName,numFilms,totalVotes,titles
nm0000204,Natalie Portman,41,10892352,tt0110413|tt0434409|tt0800369|tt0120915|tt0121766|tt0947798|tt0121765|tt1981115|tt10648342|tt2798920|tt1411238|tt0376541|tt0333766|tt0765010|tt0159365|tt0467200|tt1240982|tt1619029|tt13651794|tt0765120|tt1403177|tt27075958|tt0808399|tt0457419|tt0198021|tt0115639|tt0455957|tt2101383|tt2140037|tt2062700|tt5960374|tt1032825|tt0149691|tt4682804|tt4042818|tt1135989|tt4680196|tt0441761|tt10055028|tt2180351|tt34382912
nm0000146,Ralph Fiennes,63,10885411,tt0108052|tt1201607|tt2278388|tt1074638|tt9764362|tt2379713|tt0887912|tt0780536|tt2382320|tt0289765|tt0800320|tt20215234|tt0976051|tt10548174|tt0116209|tt1646987|tt6856242|tt4116284|tt0120794|tt0312004|tt0387131|tt0475290|tt4302938|tt0252076|tt0864761|tt3661210|tt0114558|tt0110932|tt5431890|tt0118661|tt1255919|tt0278731|tt1415283|tt2056771|tt1372686|tt0172396|tt1196204|tt19861162|tt0104181|tt0145503|tt1836808|tt0281820|tt1700845|tt0119079|tt5460858|tt0119843|tt0384686|tt0106335|tt0470732|tt0433405|tt1509276|tt0419641|tt0208298|tt1984135|tt8672516|tt1989435|tt6777306|tt5094390|tt32236501|tt8680254|tt22033936|tt20112502|tt38046004
nm0000401,Laurence Fishburne,66,10828891,tt0133093|tt2975590|tt0078788|tt0234215|tt0242653|tt4425200|tt0327056|tt1355644|tt6146586|tt10366206|tt1598778|tt0486576|tt0478087|tt1424381|tt0119081|tt7959026|tt0101507|tt1408253|tt0093629|tt0398712|tt0095963|tt2910814|tt0453556|tt8864596|tt3758814|tt0099939|tt1160996|tt0108065|tt0308055|tt10128846|tt2935622|tt0181739|tt0086216|tt0113501|tt0913354|tt3706352|tt6018306|tt2365580|tt0108551|tt0113305|tt0437800|tt0104073|tt0473188|tt0326769|tt0119311|tt12616480|tt13964560|tt0092746|tt5792656|tt0116320|tt0114057|tt3703908|tt0101590|tt0096054|tt0428541|tt11950888|tt1487931|tt0091814|tt0493393|tt0112443|tt0090693|tt0177068|tt9254940|tt6071092|tt0490087|tt1017430
nm0799777,J.K. Simmons,85,10641236,tt2582802|tt0145487|tt0316654|tt3783958|tt0413300|tt2948356|tt0467406|tt2140479|tt0887883|tt1193138|tt1340138|tt9777666|tt4729430|tt0427944|tt1155056|tt2267968|tt9484998|tt14948432|tt7068946|tt0119395|tt27403986|tt4572514|tt0236493|tt0335245|tt2357129|tt0317648|tt2387433|tt1840417|tt8688634|tt1758810|tt0433387|tt12610390|tt1967545|tt1225822|tt4995540|tt0126916|tt0174480|tt2355495|tt1095174|tt0486640|tt1142433|tt4501454|tt7074886|tt4106376|tt1588878|tt3909336|tt1613062|tt0432289|tt12724306|tt4662420|tt1183921|tt1196134|tt2822672|tt5253282|tt8746404|tt15451150|tt14673560|tt1212454|tt0332285|tt14636186|tt1133995|tt15783426|tt14547524|tt8456190|tt1516002|tt5657712|tt2481554|tt2201211|tt33070884|tt8417168|tt4283414|tt1825784|tt3246908|tt0138493|tt0118727|tt6385768|tt2318440|tt6241390|tt7394770|tt15250704|tt1663128|tt1840320|tt0165607|tt4022252|tt0177666
nm0719637,Jeremy Renner,34,10620661,tt0848228|tt4154796|tt2395427|tt3498820|tt2543164|tt1229238|tt1800241|tt0887912|tt0840361|tt2381249|tt0463854|tt1194173|tt5362988|tt14364480|tt1428538|tt0443680|tt2854926|tt0257076|tt1216491|tt0395972|tt1951181|tt0285728|tt0417385|tt0368774|tt0113936|tt0420740|tt4426464|tt0991174|tt0364556|tt0815138|tt0383478|tt0294578|tt0272196|tt0117288
nm0001570,Edward Norton,32,10614194,tt0137523|tt0120586|tt2278388|tt2562232|tt0800080|tt11564570|tt0317740|tt0443543|tt1748122|tt1194173|tt0289765|tt0117381|tt5104604|tt0307901|tt0128442|tt14230388|tt0227445|tt11563598|tt4682786|tt0117318|tt0446755|tt0385887|tt0482572|tt14173636|tt0171433|tt0266452|tt1423995|tt0116242|tt1151359|tt0398027|tt0141699|tt2077866
nm0785227,Andy Serkis,41,10569249,tt0120737|tt0482571|tt2488496|tt1877830|tt0903624|tt2527336|tt1318514|tt2103281|tt0360717|tt3450958|tt0983193|tt0337563|tt0424095|tt2139881|tt0494238|tt3155298|tt2388771|tt4479380|tt1320239|tt0465430|tt32104007|tt1620449|tt1233192|tt0118818|tt1393020|tt2467700|tt1384927|tt0390450|tt0232632|tt0299854|tt13176330|tt0847526|tt0122906|tt0210217|tt0117739|tt1937419|tt0826613|tt0119690|tt0113943|tt0205936|tt0257818
nm0000949,Cate Blanchett,64,10465380,tt0167261|tt3501632|tt0421715|tt11286314|tt2310332|tt0367882|tt0338751|tt1646971|tt0449467|tt0955308|tt0134119|tt5164214|tt0362270|tt2334873|tt0993842|tt1661199|tt7740496|tt2386490|tt1488589|tt2402927|tt2177771|tt14444726|tt0127536|tt30988739|tt0465551|tt0219699|tt0414055|tt0219965|tt2388771|tt0368794|tt2119543|tt4978420|tt0338188|tt0120824|tt2101383|tt0120797|tt2365580|tt0452624|tt0246677|tt2062700|tt0312549|tt3859076|tt0122541|tt0206917|tt31189315|tt0245046|tt0382810|tt4511200|tt0119843|tt30841606|tt0119859|tt1945228|tt18180926|tt2960450|tt2444946|tt0120316|tt35060353|tt7301414|tt0110858|tt0117299|tt26447600|tt30448039|tt22698426|tt35675151
nm1706767,Jonah Hill,34,10153205,tt0993846|tt0892769|tt0829482|tt11286314|tt1232829|tt1210166|tt1245492|tt2294449|tt1646971|tt0478311|tt0389860|tt1001526|tt2005151|tt1700841|tt1226229|tt2386490|tt0413099|tt0451079|tt1058017|tt0475290|tt0384793|tt1298649|tt1201167|tt0456554|tt2273657|tt1366344|tt14826022|tt1336617|tt6288124|tt6511932|tt0489282|tt21819228|tt0499603|tt0790723
nm0000128,Russell Crowe,60,10062748,tt0172495|tt0268978|tt0770828|tt0119488|tt0765429|tt10648342|tt3799694|tt1707386|tt0381849|tt0955308|tt1959490|tt0311113|tt0758774|tt2345759|tt1458175|tt0352248|tt0140352|tt0473705|tt29567915|tt0114214|tt0401445|tt13375076|tt10059518|tt8790086|tt1235522|tt3007512|tt1258972|tt0228750|tt19864802|tt1837709|tt7008872|tt0105275|tt10268488|tt0114857|tt2582502|tt0134618|tt8542964|tt14714980|tt11240348|tt0494864|tt4471908|tt0102721|tt0111309|tt7708226|tt0118772|tt0117193|tt32321803|tt0102969|tt0119272|tt0114303|tt0108137|tt2419284|tt0100414|tt0109823|tt0101996|tt0099323|tt0107450|tt6728264|tt10794054|tt32879694
nm0000332,Don Cheadle,42,10062563,tt4154796|tt4154756|tt2395427|tt1300854|tt1228705|tt3498820|tt0375679|tt1907668|tt0395169|tt0496806|tt0118749|tt0244244|tt0218967|tt0490204|tt1540133|tt3554046|tt0120461|tt0183523|tt1210042|tt0988047|tt0367479|tt6160448|tt11525644|tt0094894|tt0093137|tt0112857|tt0785006|tt0364961|tt0301976|tt0252684|tt0790770|tt0796368|tt0107563|tt0120036|tt3864060|tt0245501|tt0455581|tt0343129|tt12802708|tt31557304|tt1152815|tt1706607
nm0000228,Kevin Spacey,55,9932685,tt0114369|tt0169547|tt0114814|tt3890160|tt0119488|tt1499658|tt1182345|tt0120623|tt0348150|tt0478087|tt0117913|tt0272152|tt2170439|tt0120768|tt1615147|tt0114069|tt1234548|tt0289992|tt0223897|tt0104348|tt0096463|tt0098282|tt0119668|tt0120824|tt0110955|tt4383594|tt0301976|tt0114594|tt1247692|tt1194417|tt0389957|tt0363473|tt5179598|tt2093991|tt0189584|tt0099762|tt0160611|tt4986134|tt0119336|tt0110157|tt1381505|tt0104006|tt0116913|tt0097142|tt0096003|tt1032763|tt1068669|tt15005606|tt0100606|tt9383986|tt3608848|tt23952252|tt33483591|tt31576204|tt1020845
nm0000242,Mark Wahlberg,58,9916345,tt0407887|tt1637725|tt0964517|tt0317740|tt0822854|tt2109248|tt1091191|tt1386588|tt0118749|tt1464335|tt2637276|tt0133152|tt1980209|tt1272878|tt0949731|tt1860357|tt0380510|tt0177971|tt3371366|tt0120188|tt1279935|tt0430105|tt1528854|tt7401588|tt0467197|tt0112461|tt1524137|tt4572514|tt8629748|tt0498399|tt5294550|tt4560436|tt5657846|tt1235522|tt0445990|tt2039393|tt6654210|tt0356721|tt16431870|tt0116287|tt12610390|tt0202470|tt10078772|tt14309446|tt10720352|tt14439896|tt3152592|tt0120609|tt18392014|tt0138946|tt0142192|tt34276058|tt26735622|tt0270707|tt4651466|tt0120366|tt0412886|tt2396046
nm0004266,Anne Hathaway,42,9886542,tt0816692|tt1345836|tt0458352|tt1014759|tt33764258|tt1707386|tt2361509|tt1436562|tt5164214|tt0758752|tt0425061|tt0247638|tt1563738|tt2567026|tt0817230|tt0901476|tt9071322|tt2357291|tt33612209|tt0368933|tt9466114|tt0327679|tt4680182|tt1298644|tt0443536|tt0416508|tt1084950|tt0805647|tt6476140|tt0449487|tt27165187|tt13397574|tt0285175|tt10343028|tt7456312|tt13061914|tt2182972|tt6689014|tt27200708|tt0250371|tt2980332|tt1541788
nm0000164,Anthony Hopkins,88,9844644,tt0102926|tt0800369|tt3501632|tt1981115|tt0212985|tt0289765|tt0119643|tt0080678|tt1959490|tt0103874|tt10272386|tt0488120|tt0120746|tt0110322|tt1821694|tt3371366|tt0346491|tt0442933|tt8404614|tt14998742|tt0780653|tt1161864|tt0107943|tt0118607|tt0119051|tt0975645|tt1291570|tt0103939|tt23137904|tt0412080|tt0280486|tt1182350|tt0377107|tt0308055|tt0252501|tt13097932|tt0104454|tt0063227|tt0128278|tt0086993|tt0113987|tt0308383|tt26671996|tt0405676|tt2917388|tt0120866|tt0108101|tt3658772|tt0104299|tt10343028|tt2126235|tt1680045|tt0077889|tt0111001|tt0090570|tt4061010|tt4136456|tt0099409|tt32084246|tt20420628|tt0117791|tt0075704|tt0071706|tt0263265|tt0499570|tt0896923|tt0067976|tt12359080|tt0108388|tt0102969|tt0106185|tt0077743|tt0066001|tt0069987|tt0080515|tt0094871|tt0071118|tt0064400|tt0115591|tt9098562|tt0071554|tt0093103|tt0094955|tt8785046|tt0182299|tt1408343|tt0277806|tt12179456
nm0000255,Ben Affleck,50,9805252,tt0119217|tt2267998|tt2975590|tt1024648|tt0974015|tt0120591|tt12361974|tt0840361|tt2140479|tt0213149|tt0120655|tt0287978|tt4244994|tt16419074|tt0473705|tt1488606|tt0475394|tt0118842|tt32642706|tt7068946|tt0164184|tt0113749|tt0338337|tt0264472|tt0300051|tt2180339|tt2364841|tt2361317|tt8544498|tt1225822|tt1172991|tt0299930|tt8080204|tt0184858|tt3108894|tt0141098|tt0427969|tt1595656|tt6521876|tt0252028|tt0105327|tt0119891|tt0186894|tt7456312|tt0137338|tt0420757|tt30215084|tt0202623|tt0116422|tt0119209
nm0000226,Will Smith,34,9798681,tt0480249|tt1386697|tt0119654|tt0116629|tt0454921|tt0343818|tt0448157|tt0120912|tt1409024|tt0386588|tt0814314|tt6139732|tt0112442|tt2381941|tt0172156|tt0120660|tt1815862|tt0307453|tt5519340|tt1502397|tt9620288|tt0120891|tt1025100|tt4919268|tt0248667|tt4682786|tt3322364|tt5814534|tt0146984|tt12530246|tt0108149|tt0107478|tt0105810|tt0375663
nm0330687,Joseph Gordon-Levitt,43,9716241,tt1375666|tt1345836|tt1276104|tt1022603|tt0147800|tt1306980|tt0443272|tt2229499|tt1046173|tt1070874|tt0458481|tt3774114|tt0133240|tt3488710|tt1547234|tt0393109|tt7550000|tt3530002|tt0120694|tt3083016|tt0370986|tt0427470|tt1403177|tt4593060|tt0109127|tt6436726|tt0116731|tt0285175|tt0489281|tt1046997|tt0345551|tt25471950|tt27419292|tt20201748|tt0252684|tt1340773|tt0396857|tt1086216|tt0110999|tt0110044|tt0196723|tt35168834|tt0130297
nm0000190,Matthew McConaughey,49,9551733,tt0816692|tt0993846|tt0790636|tt8367814|tt0251127|tt0118884|tt1189340|tt0106677|tt3470600|tt0117913|tt1935179|tt1648190|tt0253556|tt1915581|tt4302938|tt0318649|tt6467266|tt0264616|tt0821640|tt0427229|tt0209475|tt0141926|tt0770752|tt1726669|tt0118607|tt1800302|tt1124037|tt0758794|tt1704573|tt21103218|tt0417217|tt6476140|tt4537896|tt0131369|tt1496422|tt9398640|tt0110978|tt6511932|tt3450900|tt0112571|tt0120769|tt0268690|tt0976247|tt0116823|tt0316768|tt27706593|tt4415360|tt0114366|tt18967390
nm0350453,Jake Gyllenhaal,40,9546498,tt1392214|tt0246578|tt0443706|tt2872718|tt6320628|tt0945513|tt0319262|tt0388795|tt4550098|tt0473075|tt1855199|tt1798684|tt5442430|tt0758752|tt2316411|tt0418763|tt4873118|tt3359350|tt9421570|tt0765010|tt3967856|tt1172049|tt4998632|tt0132477|tt4971344|tt7043012|tt0804522|tt3881784|tt10298840|tt0279113|tt0377107|tt27681354|tt30851137|tt0258470|tt5929754|tt0179098|tt0165361|tt11084896|tt0106661|tt38553341
nm0000244,Sigourney Weaver,59,9527479,tt0499549|tt0910970|tt0078748|tt0090605|tt1630029|tt0087332|tt0103644|tt0368447|tt0118583|tt1823672|tt0097428|tt1757678|tt0177789|tt1528100|tt13654226|tt0443274|tt0311289|tt3416532|tt30825738|tt0112722|tt1748179|tt0096463|tt0119349|tt0125022|tt0106673|tt1414382|tt0871426|tt1366365|tt0103594|tt0095243|tt0109579|tt1640548|tt0086617|tt23172090|tt0420609|tt0448124|tt15342244|tt1545106|tt0119227|tt0308353|tt0373024|tt5034474|tt2222052|tt1196134|tt7461272|tt0271219|tt0082353|tt0473709|tt0160513|tt0085412|tt0847167|tt3104956|tt0091164|tt0177650|tt0319470|tt0090235|tt0077886|tt2704210|tt5699126
nm0757855,Zoe Saldaña,42,9508062,tt0499549|tt4154756|tt2015381|tt3896198|tt1630029|tt0796366|tt0362227|tt1408101|tt2660888|tt2463208|tt1757678|tt0443274|tt20221436|tt1206543|tt1657507|tt0480255|tt2262227|tt1840417|tt2361317|tt0372237|tt4900148|tt0275022|tt0303933|tt4547194|tt6348138|tt6338498|tt0210616|tt1747958|tt0192071|tt1969062|tt0407732|tt0386504|tt0493451|tt1283887|tt0493076|tt10353588|tt0315431|tt0455841|tt0822791|tt0451166|tt0275688|tt0339771
nm0000704,Elijah Wood,42,9283194,tt0120737|tt0167260|tt0167261|tt0338013|tt0366548|tt0120647|tt0385002|tt0472033|tt1618442|tt27714946|tt33978029|tt0119349|tt0404030|tt0104291|tt1402488|tt0107034|tt2103217|tt1405365|tt0488604|tt2490326|tt8816194|tt3733774|tt2039345|tt2409818|tt0110687|tt0105211|tt0111667|tt1403988|tt1741243|tt0116322|tt13507778|tt0106223|tt0099073|tt0311941|tt0194368|tt0102631|tt0280438|tt0768183|tt23472210|tt0128977|tt2053423|tt3455740
nm0010736,Amy Adams,40,9239746,tt0264464|tt2543164|tt0770828|tt2975590|tt1798709|tt1800241|tt0974015|tt12361974|tt0964517|tt4550098|tt1078912|tt0461770|tt0415306|tt1560747|tt6266538|tt0918927|tt1135503|tt0472062|tt1216492|tt1126590|tt1204342|tt6111574|tt0862846|tt2083383|tt6772802|tt0372532|tt0157503|tt0337692|tt0970468|tt1596342|tt12810074|tt0467110|tt9357050|tt0261289|tt0196267|tt0266971|tt2210781|tt0360016|tt0376720|tt32203967
nm0000195,Bill Murray,58,9226923,tt2278388|tt0107048|tt1156398|tt0335266|tt0087332|tt1748122|tt0265666|tt0432283|tt3040964|tt10954600|tt4513678|tt0097428|tt0425061|tt0838221|tt0117705|tt0362270|tt5104604|tt0128445|tt0160127|tt0109707|tt2177771|tt0120890|tt0080487|tt0096061|tt0084805|tt2170593|tt0412019|tt8695030|tt0356634|tt0116778|tt0083131|tt0103241|tt1243974|tt0970411|tt0379217|tt0455499|tt9606374|tt0120483|tt0079540|tt1194263|tt0100449|tt0107473|tt3164256|tt0081748|tt1477855|tt0171359|tt0343996|tt0150216|tt27775403|tt1396221|tt0116823|tt18108824|tt0087980|tt2044729|tt0087817|tt6087434|tt37748332|tt1532903
nm0005351,Ryan Reynolds,51,9219063,tt1431045|tt5463162|tt6263850|tt0458525|tt6264654|tt1041829|tt7991608|tt1133985|tt5442430|tt1959563|tt2463208|tt0481499|tt1599348|tt8106534|tt1488555|tt0359013|tt5884052|tt0832266|tt1462758|tt1091722|tt0475394|tt0790736|tt0433400|tt1860353|tt0384806|tt0283111|tt8385148|tt0348333|tt2140379|tt3014866|tt11152168|tt1567437|tt2404425|tt2850386|tt10999120|tt2326612|tt0810988|tt0460745|tt2349144|tt0437405|tt0314786|tt0961108|tt0356614|tt0218864|tt0192023|tt31050020|tt0164192|tt0119534|tt0107755|tt0228004|tt3847948
nm1055413,Michael Fassbender,36,9122653,tt0361748|tt0416449|tt1877832|tt2024544|tt1270798|tt1446714|tt3385516|tt2316204|tt6565702|tt1136617|tt2094766|tt1723811|tt2080374|tt1571222|tt1020530|tt2193215|tt1229822|tt30988739|tt1506999|tt1020558|tt1605717|tt1758810|tt0986233|tt1232776|tt1075747|tt2547584|tt2884018|tt3205376|tt10767052|tt27367464|tt2062700|tt0450336|tt3305308|tt0783767|tt2518788|tt27369017
nm1212722,Benedict Cumberbatch,32,9074443,tt4154796|tt4154756|tt10872600|tt3501632|tt1211837|tt2084970|tt9419884|tt1408101|tt10293406|tt1355683|tt1568911|tt0467200|tt1911658|tt2709692|tt8368512|tt2388771|tt31973693|tt1837703|tt2140507|tt0454776|tt10687506|tt1510906|tt1795369|tt1650028|tt27773954|tt4476736|tt3800894|tt2331100|tt2315588|tt3886508|tt1067104|tt15397862
nm0000191,Ewan McGregor,71,9055875,tt0120915|tt0121766|tt0121765|tt0117951|tt0319061|tt0265086|tt2771200|tt0399201|tt0808151|tt0203009|tt7713068|tt1649419|tt5606664|tt1139328|tt0358082|tt1488589|tt1351685|tt2763304|tt1234548|tt1045772|tt1322269|tt1532503|tt0371257|tt1506999|tt4575576|tt3045616|tt0111149|tt1441952|tt1439572|tt0795493|tt0309530|tt0800240|tt0120879|tt0119535|tt0482546|tt27165187|tt2452200|tt0457495|tt0361089|tt1995390|tt2140037|tt0119791|tt0115744|tt0376479|tt0147004|tt0120662|tt0289635|tt1129445|tt0114134|tt0131566|tt0790770|tt6010628|tt15334032|tt0984200|tt0475380|tt3513054|tt0112537|tt1721677|tt10719958|tt0158033|tt0120100|tt23778430|tt0915463|tt0368721|tt15678810|tt3517106|tt1855152|tt21430266|tt0462581|tt2380001|tt11921058
nm0695435,Chris Pratt,33,9030276,tt2015381|tt3896198|tt0369610|tt1798709|tt1210166|tt1355644|tt6791350|tt10648342|tt1490017|tt4881806|tt1790885|tt6718170|tt9777666|tt8041270|tt2404435|tt7146812|tt1131734|tt0901476|tt1195478|tt7766378|tt3513498|tt2387559|tt31050594|tt28650488|tt0810922|tt5779228|tt1715873|tt4975920|tt1078885|tt0295249|tt0462601|tt33904733|tt5850902
nm0004874,Vin Diesel,28,9007778,tt0120815|tt2015381|tt3896198|tt6791350|tt0232500|tt2820852|tt1905041|tt1596343|tt1013752|tt4630562|tt0134847|tt0129167|tt0296572|tt0295701|tt1411250|tt5433138|tt5433140|tt1618442|tt0395699|tt1293847|tt0364970|tt1634106|tt0181984|tt0266465|tt0419749|tt0211465|tt2513074|tt0149171
nm2225369,Jennifer Lawrence,26,8976789,tt1392170|tt1877832|tt1951264|tt1045658|tt1270798|tt11286314|tt1951265|tt1800241|tt1355644|tt3385516|tt1951266|tt5109784|tt6565702|tt15671028|tt2873282|tt1399683|tt2446980|tt1582507|tt1758692|tt1321860|tt9362736|tt1247690|tt10192406|tt1014806|tt0463960|tt2800050
nm0000982,Josh Brolin,45,8961040,tt0477348|tt1160419|tt15239678|tt5463162|tt3397884|tt0765429|tt1409024|tt26581740|tt1403865|tt0089218|tt14364480|tt1077258|tt1321870|tt5052474|tt1013753|tt0458481|tt0475290|tt0164052|tt1791528|tt1027718|tt3829920|tt1321511|tt0378109|tt0478134|tt1075747|tt0119675|tt1967545|tt1175491|tt1182350|tt0119791|tt0116324|tt9860566|tt0120757|tt0115644|tt0133412|tt21285562|tt0092085|tt4762824|tt0176426|tt0110999|tt0284971|tt0285727|tt5116896|tt0133987|tt29502644
nm0005458,Jason Statham,49,8913569,tt0208092|tt0120735|tt2820852|tt0317740|tt1320253|tt0293662|tt1764651|tt0479884|tt4630562|tt3079380|tt6806448|tt11083552|tt4779682|tt0452608|tt0388482|tt2333784|tt0200465|tt1129442|tt15314262|tt0472399|tt1121931|tt5433140|tt2312718|tt1448755|tt1904996|tt1656190|tt7985704|tt0337921|tt0365686|tt9224104|tt3522806|tt0499556|tt0267804|tt1297919|tt1893256|tt9150192|tt2231253|tt0377981|tt0228333|tt0402910|tt3291150|tt0460780|tt32357218|tt0798817|tt0449061|tt32338669|tt0216772|tt1320302|tt2200022
nm0001745,Stellan Skarsgård,87,8895672,tt0848228|tt0119217|tt1160419|tt0800369|tt1981115|tt1568346|tt0808151|tt0795421|tt0122690|tt1527186|tt1661199|tt0349683|tt0149261|tt1937390|tt2382009|tt0118607|tt27714581|tt0115751|tt2101473|tt2058107|tt0221218|tt0204313|tt0096332|tt5727282|tt0455957|tt2675914|tt1995390|tt0837106|tt1332134|tt0402057|tt0119375|tt0449086|tt1645131|tt0120070|tt0950739|tt0985058|tt0292610|tt1386683|tt0220100|tt0164003|tt1221208|tt0260414|tt0083888|tt0160644|tt0168446|tt7319496|tt0105824|tt9812614|tt0113510|tt0107349|tt0113557|tt0228488|tt0069718|tt5070062|tt0119743|tt0119204|tt5247776|tt1456477|tt0098544|tt0104082|tt0099673|tt0102619|tt0089124|tt0113359|tt0108146|tt0091696|tt15825188|tt0230783|tt1606636|tt0086069|tt0093311|tt12443726|tt0088466|tt0176016|tt0098241|tt0093194|tt0068593|tt7328956|tt13029316|tt0097695|tt0116494|tt0071665|tt0069827|tt0095180|tt0069319|tt0068579|tt0076135
nm0000120,Jim Carrey,33,8884978,tt0120382|tt0338013|tt0110475|tt0315327|tt0109686|tt1068680|tt0119528|tt0109040|tt0170016|tt1650554|tt0112462|tt0183505|tt0112281|tt0339291|tt0481369|tt3794354|tt0115798|tt0369441|tt0451079|tt2096672|tt0125664|tt1067106|tt12412888|tt1396218|tt1045772|tt18259086|tt0790628|tt0268995|tt0091738|tt4334266|tt0097257|tt1901024|tt0089730
nm0001426,Ben Kingsley,93,8843509,tt1130884|tt0108052|tt1300854|tt9376612|tt1645170|tt0970179|tt0425210|tt0473075|tt3040964|tt1731141|tt0083987|tt1528100|tt3488710|tt2140379|tt12001534|tt0114508|tt0203119|tt0315983|tt0787474|tt1772264|tt0106673|tt0800241|tt5208252|tt0160797|tt2101473|tt0108065|tt0383222|tt0462396|tt0380599|tt0101516|tt6533240|tt1082886|tt0109579|tt4943322|tt0283084|tt0324127|tt3501112|tt0974554|tt0884224|tt0318081|tt15428940|tt0796375|tt2126235|tt0167456|tt32104007|tt13570066|tt0096454|tt1097643|tt29516222|tt0118647|tt0181151|tt3062976|tt7967302|tt2145829|tt5153288|tt0117991|tt1785288|tt8399658|tt0119893|tt0128137|tt1515208|tt0068576|tt0955411|tt2104837|tt7942736|tt6341066|tt0085234|tt0095827|tt1183917|tt0253840|tt0123215|tt0104298|tt0089256|tt0090219|tt2845578|tt0309720|tt0160905|tt1235836|tt1091821|tt1727596|tt0096250|tt0100512|tt1536458|tt0099568|tt0100878|tt0099255|tt0110341|tt0384638|tt2094856|tt0101337|tt0221186|tt0223898|tt7466486
nm0000293,Sean Bean,54,8814863,tt0120737|tt0167260|tt3659388|tt0368891|tt0238380|tt0399201|tt0113189|tt0384537|tt0814255|tt0122690|tt1617661|tt0408790|tt2120120|tt0105112|tt0938330|tt0260866|tt1181791|tt0395972|tt0455960|tt31121295|tt5198068|tt5595168|tt1598873|tt6528290|tt0758771|tt0411267|tt0109279|tt1106860|tt1590950|tt33549447|tt0090798|tt1678051|tt0099566|tt5352846|tt0118623|tt5335774|tt0096180|tt5700176|tt0191996|tt1002563|tt0860866|tt0111173|tt0114917|tt3266948|tt0288263|tt35051162|tt0096416|tt0121974|tt0100940|tt2234462|tt0088407|tt8707622|tt0828135|tt21821318
nm0000115,Nicolas Cage,105,8782647,tt1250777|tt0119094|tt0117500|tt0368891|tt0399295|tt0118880|tt0187078|tt0259324|tt0465234|tt0448011|tt0481499|tt23468450|tt0268126|tt11291274|tt0963966|tt0435705|tt0093822|tt0134273|tt0113627|tt0325805|tt1071875|tt0120632|tt0218967|tt11358390|tt0100935|tt1502404|tt11003218|tt0479997|tt6998518|tt21942866|tt0120832|tt0469641|tt0384680|tt1095217|tt0163988|tt0093565|tt0245562|tt0450345|tt2005374|tt5073642|tt2850386|tt0814022|tt2382396|tt0110167|tt1214962|tt1656186|tt1674784|tt8114980|tt2467046|tt0429589|tt0375568|tt0091738|tt0086216|tt0238112|tt5462326|tt22939186|tt0105226|tt0086969|tt2401807|tt0098577|tt27813235|tt3733774|tt0086525|tt0087089|tt0109951|tt0104438|tt3733778|tt0113552|tt0111477|tt6372694|tt2032572|tt1552224|tt21991654|tt7394816|tt6143568|tt1274586|tt8593824|tt3481634|tt14827638|tt5792656|tt9624766|tt4976192|tt4054654|tt0106266|tt5460530|tt4382824|tt6083648|tt3758162|tt7295450|tt0099575|tt1462759|tt32304349|tt8535180|tt8380776|tt3687398|tt0087968|tt5580536|tt0101004|tt0106684|tt24850708|tt0259929|tt0090769|tt0100762|tt0095722|tt10690676
nm0914612,Emma Watson,18,8737364,tt1201607|tt0241527|tt0304141|tt0295297|tt0330373|tt0373889|tt0926084|tt0417741|tt1659337|tt1245492|tt2771200|tt3281548|tt1959490|tt4287320|tt2132285|tt4005402|tt3319920|tt0420238
nm0005023,Djimon Hounsou,44,8734101,tt0172495|tt2015381|tt4154664|tt0450259|tt0448115|tt0360486|tt1646971|tt0399201|tt8332922|tt1972591|tt0111282|tt6856242|tt13433802|tt0325703|tt14998742|tt4495098|tt0449010|tt0465580|tt1023111|tt0118607|tt5033998|tt1121096|tt23137904|tt6476140|tt0298845|tt32362890|tt0388500|tt1656192|tt1524575|tt0326769|tt2091478|tt0276830|tt1578882|tt1171222|tt1230168|tt1274300|tt4428398|tt0283957|tt14201728|tt32298956|tt12981702|tt0262676|tt0119352|tt0318077
nm1297015,Emma Stone,29,8668742,tt0948470|tt3783958|tt2562232|tt0829482|tt1156398|tt1570728|tt1872181|tt1454029|tt1282140|tt14230458|tt3228774|tt5083738|tt0481499|tt1321870|tt1560220|tt12300742|tt1333125|tt0821640|tt0852713|tt1243974|tt22408160|tt2870756|tt3715320|tt31176520|tt4622512|tt2850386|tt1031969|tt0437405|tt1392197
