sale_date,sale_price,class,class_description,property_group,city,zip_code,township_name,municipality,chicago_community_area,latitude,longitude,year_built,building_sqft,land_sqft,bedrooms,rooms,full_baths,half_baths,deed_type,is_multisale,num_parcels_sale,filter_same_sale_within_365,filter_less_than_10k,filter_deed_type
2025-04-28,370000,203,"One story residence, any age, 1,000 to 1,800 sq. ft.",Single-Family,CICERO,60804,Cicero,TOWN OF CICERO,,41.857,-87.769,1920,1294,3591,3,6,1,0,Warranty,FALSE,1,FALSE,FALSE,FALSE
2025-04-28,370000,211,"Apartment building with 2 to 6 units, any age",Multi-Family,CHICAGO,60639,Jefferson,CITY OF CHICAGO,AUSTIN,41.913,-87.760,1924,3685,3750,6,12,3,0,Warranty,FALSE,1,FALSE,FALSE,FALSE
2025-04-28,370500,299,Condominium,Condominium,CHICAGO,60616,South Chicago,CITY OF CHICAGO,NEAR SOUTH SIDE,41.859,-87.624,,,,,,,,Trustee,TRUE,2,FALSE,FALSE,FALSE
2025-04-28,370500,299,Condominium,Condominium,CHICAGO,60616,South Chicago,CITY OF CHICAGO,NEAR SOUTH SIDE,41.859,-87.624,,,,,,,,Trustee,TRUE,2,FALSE,FALSE,FALSE
2025-04-28,374000,299,Condominium,Condominium,CHICAGO,60618,Jefferson,CITY OF CHICAGO,IRVING PARK,41.954,-87.700,,,,,,,,Warranty,TRUE,3,FALSE,FALSE,FALSE
2025-04-28,374000,299,Condominium,Condominium,CHICAGO,60618,Jefferson,CITY OF CHICAGO,IRVING PARK,41.954,-87.700,,,,,,,,Warranty,TRUE,3,FALSE,FALSE,FALSE
2025-04-28,374000,299,Condominium,Condominium,CHICAGO,60618,Jefferson,CITY OF CHICAGO,IRVING PARK,41.954,-87.700,,,,,,,,Warranty,TRUE,3,FALSE,FALSE,FALSE
2025-04-28,37500,299,Condominium,Condominium,CHICAGO,60610,North Chicago,CITY OF CHICAGO,NEAR NORTH SIDE,41.908,-87.635,,,,,,,,Trustee,FALSE,1,FALSE,FALSE,FALSE
2025-04-28,375000,203,"One story residence, any age, 1,000 to 1,800 sq. ft.",Single-Family,NORTH RIVERSIDE,60546,Proviso,VILLAGE OF NORTH RIVERSIDE,,41.847,-87.844,1946,1332,4960,2,5,1,0,Trustee,FALSE,1,FALSE,FALSE,FALSE
2025-04-28,375000,299,Condominium,Condominium,CHICAGO,60609,South Chicago,CITY OF CHICAGO,BRIDGEPORT,41.829,-87.647,,,,,,,,Warranty,TRUE,2,FALSE,FALSE,FALSE
2025-04-28,375000,299,Condominium,Condominium,CHICAGO,60609,South Chicago,CITY OF CHICAGO,BRIDGEPORT,41.829,-87.647,,,,,,,,Warranty,TRUE,2,FALSE,FALSE,FALSE
2025-04-28,375000,299,Condominium,Condominium,CHICAGO,60647,West Chicago,CITY OF CHICAGO,LOGAN SQUARE,41.918,-87.697,,,,,,,,Warranty,FALSE,1,FALSE,FALSE,FALSE
2025-04-28,375000,299,Condominium,Condominium,CHICAGO,60654,North Chicago,CITY OF CHICAGO,NEAR NORTH SIDE,41.893,-87.641,,,,,,,,Other,TRUE,2,FALSE,FALSE,FALSE
2025-04-28,375000,299,Condominium,Condominium,CHICAGO,60654,North Chicago,CITY OF CHICAGO,NEAR NORTH SIDE,41.893,-87.641,,,,,,,,Other,TRUE,2,FALSE,FALSE,FALSE
2025-04-28,380000,205,"Two or more story residence, over 62 years, up to 2,200 sq. ft",Single-Family,FRANKLIN PARK,60131,Leyden,VILLAGE OF FRANKLIN PARK,,41.943,-87.865,1947,1266,5646,3,5,1,0,Other,FALSE,1,FALSE,FALSE,FALSE
2025-04-28,380000,211,"Apartment building with 2 to 6 units, any age",Multi-Family,CHICAGO,60629,Lake,CITY OF CHICAGO,CHICAGO LAWN,41.781,-87.687,1926,2509,3750,4,12,2,0,Warranty,FALSE,1,FALSE,FALSE,FALSE
2025-04-28,380000,299,Condominium,Condominium,CHICAGO,60626,Rogers Park,CITY OF CHICAGO,ROGERS PARK,42.012,-87.676,,,,,,,,Trustee,FALSE,1,FALSE,FALSE,FALSE
2025-04-28,381000,234,"Split level residence, with a lower level below grade, all ages, all sizes",Single-Family,HICKORY HILLS,60457,Palos,CITY OF HICKORY HILLS,,41.728,-87.820,1968,1294,10509,3,5,2,0,Trustee,FALSE,1,FALSE,FALSE,FALSE
2025-04-28,382500,299,Condominium,Condominium,CHICAGO,60611,North Chicago,CITY OF CHICAGO,NEAR NORTH SIDE,41.895,-87.626,,,,,,,,Warranty,TRUE,2,FALSE,FALSE,FALSE
2025-04-28,382500,299,Condominium,Condominium,CHICAGO,60611,North Chicago,CITY OF CHICAGO,NEAR NORTH SIDE,41.895,-87.626,,,,,,,,Warranty,TRUE,2,FALSE,FALSE,FALSE
2025-04-28,385000,299,Condominium,Condominium,EVANSTON,60201,Evanston,CITY OF EVANSTON,,42.051,-87.683,,,,,,,,Trustee,TRUE,2,FALSE,FALSE,FALSE
2025-04-28,385000,299,Condominium,Condominium,EVANSTON,60201,Evanston,CITY OF EVANSTON,,42.051,-87.683,,,,,,,,Trustee,TRUE,2,FALSE,FALSE,FALSE
2025-04-28,385000,299,Condominium,Condominium,EVANSTON,60201,Evanston,CITY OF EVANSTON,,42.064,-87.701,,,,,,,,Trustee,FALSE,1,FALSE,FALSE,FALSE
2025-04-28,390000,299,Condominium,Condominium,CHICAGO,60610,North Chicago,CITY OF CHICAGO,NEAR NORTH SIDE,41.905,-87.637,,,,,,,,Warranty,FALSE,1,FALSE,FALSE,FALSE
2025-04-28,395000,203,"One story residence, any age, 1,000 to 1,800 sq. ft.",Single-Family,PALATINE,60067,Palatine,VILLAGE OF PALATINE,,42.100,-88.047,1956,1381,8400,4,6,1,1,Warranty,FALSE,1,FALSE,FALSE,FALSE
2025-04-28,400000,299,Condominium,Condominium,CHICAGO,60618,Jefferson,CITY OF CHICAGO,AVONDALE,41.933,-87.712,,,,,,,,Warranty,FALSE,1,FALSE,FALSE,FALSE
2025-04-28,402000,295,"Individually owned row houses or townhouses, up to 62 years",Single-Family,CHICAGO,60609,South Chicago,CITY OF CHICAGO,MCKINLEY PARK,41.830,-87.677,2007,1850,1025,3,6,2,1,Warranty,FALSE,1,FALSE,FALSE,FALSE
2025-04-28,402000,299,Condominium,Condominium,CHICAGO,60647,West Chicago,CITY OF CHICAGO,LOGAN SQUARE,41.920,-87.707,,,,,,,,Warranty,FALSE,1,FALSE,FALSE,FALSE
2025-04-28,403700,205,"Two or more story residence, over 62 years, up to 2,200 sq. ft",Single-Family,CHICAGO,60655,Lake,CITY OF CHICAGO,MORGAN PARK,41.698,-87.691,1946,1072,6547,2,5,1,0,Warranty,FALSE,1,FALSE,FALSE,FALSE
2025-04-28,407500,299,Condominium,Condominium,CHICAGO,60605,South Chicago,CITY OF CHICAGO,LOOP,41.868,-87.627,,,,,,,,Warranty,TRUE,2,FALSE,FALSE,FALSE
2025-04-28,407500,299,Condominium,Condominium,CHICAGO,60605,South Chicago,CITY OF CHICAGO,LOOP,41.868,-87.627,,,,,,,,Warranty,TRUE,2,FALSE,FALSE,FALSE
2025-04-28,410000,295,"Individually owned row houses or townhouses, up to 62 years",Single-Family,WHEELING,60090,Wheeling,VILLAGE OF WHEELING,,42.147,-87.915,2013,2070,1425,3,8,2,1,Warranty,FALSE,1,FALSE,FALSE,FALSE
2025-04-28,411500,299,Condominium,Condominium,CHICAGO,60605,South Chicago,CITY OF CHICAGO,NEAR SOUTH SIDE,41.861,-87.627,,,,,,,,Warranty,TRUE,2,FALSE,FALSE,FALSE
2025-04-28,411500,299,Condominium,Condominium,CHICAGO,60605,South Chicago,CITY OF CHICAGO,NEAR SOUTH SIDE,41.861,-87.627,,,,,,,,Warranty,TRUE,2,FALSE,FALSE,FALSE
2025-04-28,419000,212,"Two to six mixed-use apartments, any age, up to 20,000 sq. ft.",Multi-Family,CHICAGO,60632,Lake,CITY OF CHICAGO,ARCHER HEIGHTS,41.801,-87.730,1916,2936,2500,4,7,4,1,Warranty,FALSE,1,FALSE,FALSE,FALSE
2025-04-28,419000,278,"Two or more story residence, up to 62 years, 2,001 to 3,800 sq. ft.",Single-Family,COUNTRY CLUB HILLS,60478,Rich,CITY OF COUNTRY CLUB HILLS,,41.546,-87.741,1998,3377,9396,5,10,2,1,Other,FALSE,1,FALSE,FALSE,FALSE
2025-04-28,420000,202,"One story residence, any age, up to 999 sq. ft.",Single-Family,CHICAGO,60620,Lake,CITY OF CHICAGO,AUBURN GRESHAM,41.737,-87.660,1924,886,4687,2,4,1,0,Warranty,FALSE,1,FALSE,FALSE,FALSE
2025-04-28,420000,234,"Split level residence, with a lower level below grade, all ages, all sizes",Single-Family,GLENVIEW,60025,New Trier,VILLAGE OF GLENVIEW,,42.069,-87.762,1965,1276,8220,3,6,1,1,Trustee,FALSE,1,FALSE,FALSE,FALSE
2025-04-28,420000,299,Condominium,Condominium,CHICAGO,60618,West Chicago,CITY OF CHICAGO,LOGAN SQUARE,41.933,-87.687,,,,,,,,Warranty,FALSE,1,FALSE,FALSE,FALSE
2025-04-28,420000,299,Condominium,Condominium,CHICAGO,60622,West Chicago,CITY OF CHICAGO,WEST TOWN,41.895,-87.675,,,,,,,,Warranty,TRUE,2,FALSE,FALSE,FALSE
2025-04-28,422240,295,"Individually owned row houses or townhouses, up to 62 years",Single-Family,BARTLETT,60120,Hanover,VILLAGE OF BARTLETT,,41.995,-88.210,2025,1522,15257,3,6,2,0,Warranty,FALSE,1,FALSE,FALSE,FALSE
2025-04-28,425000,299,Condominium,Condominium,CHICAGO,60611,North Chicago,CITY OF CHICAGO,NEAR NORTH SIDE,41.891,-87.616,,,,,,,,Warranty,TRUE,2,FALSE,FALSE,FALSE
2025-04-28,425000,299,Condominium,Condominium,CHICAGO,60611,North Chicago,CITY OF CHICAGO,NEAR NORTH SIDE,41.891,-87.616,,,,,,,,Warranty,TRUE,2,FALSE,FALSE,FALSE
2025-04-28,425000,299,Condominium,Condominium,CHICAGO,60647,West Chicago,CITY OF CHICAGO,LOGAN SQUARE,41.919,-87.703,,,,,,,,Warranty,FALSE,1,FALSE,FALSE,FALSE
2025-04-28,430000,234,"Split level residence, with a lower level below grade, all ages, all sizes",Single-Family,ARLINGTON HEIGHTS,60004,Palatine,VILLAGE OF ARLINGTON HEIGHTS,,42.147,-88.008,1979,1113,9000,3,6,1,1,Warranty,FALSE,1,FALSE,FALSE,FALSE
2025-04-28,430000,295,"Individually owned row houses or townhouses, up to 62 years",Single-Family,PALATINE,60067,Palatine,VILLAGE OF PALATINE,,42.123,-88.055,2000,1498,2471,4,7,3,0,Other,FALSE,1,FALSE,FALSE,FALSE
2025-04-28,430000,299,Condominium,Condominium,CHICAGO,60613,Lake View,CITY OF CHICAGO,UPTOWN,41.960,-87.648,,,,,,,,Warranty,FALSE,1,FALSE,FALSE,FALSE
2025-04-28,439500,299,Condominium,Condominium,CHICAGO,60640,Lake View,CITY OF CHICAGO,UPTOWN,41.962,-87.672,,,,,,,,Warranty,TRUE,2,FALSE,FALSE,FALSE
2025-04-28,439500,299,Condominium,Condominium,CHICAGO,60640,Lake View,CITY OF CHICAGO,UPTOWN,41.962,-87.672,,,,,,,,Warranty,TRUE,2,FALSE,FALSE,FALSE
2025-04-28,440000,203,"One story residence, any age, 1,000 to 1,800 sq. ft.",Single-Family,MOUNT PROSPECT,60056,Elk Grove,VILLAGE OF MOUNT PROSPECT,,42.044,-87.965,1968,1329,9000,3,8,1,1,Warranty,FALSE,1,FALSE,FALSE,FALSE
2025-04-28,450000,204,"One story residence, any age, 1,801 sq. ft. and over",Single-Family,BERWYN,60402,Berwyn,CITY OF BERWYN,,41.849,-87.794,1927,1818,4191,4,8,2,0,Warranty,FALSE,1,FALSE,FALSE,FALSE
2025-04-28,465000,278,"Two or more story residence, up to 62 years, 2,001 to 3,800 sq. ft.",Single-Family,TINLEY PARK,60487,Orland,VILLAGE OF TINLEY PARK,,41.563,-87.828,2001,2557,10200,3,7,2,1,Warranty,FALSE,1,FALSE,FALSE,FALSE
2025-04-28,475000,203,"One story residence, any age, 1,000 to 1,800 sq. ft.",Single-Family,HOFFMAN ESTATES,60169,Schaumburg,VILLAGE OF HOFFMAN ESTATES,,42.056,-88.095,1964,1690,11821,3,5,1,1,Warranty,FALSE,1,FALSE,FALSE,FALSE
2025-04-28,479000,299,Condominium,Condominium,CHICAGO,60622,West Chicago,CITY OF CHICAGO,WEST TOWN,41.905,-87.690,,,,,,,,Warranty,FALSE,1,FALSE,FALSE,FALSE
2025-04-28,4800000,209,"Two or more story residence, any age, 5,000 sq. ft. and over",Single-Family,CHICAGO,60614,North Chicago,CITY OF CHICAGO,LINCOLN PARK,41.916,-87.647,2019,5049,3640,5,9,3,1,Other,FALSE,1,FALSE,FALSE,FALSE
2025-04-28,490000,204,"One story residence, any age, 1,801 sq. ft. and over",Single-Family,ARLINGTON HEIGHTS,60004,Wheeling,VILLAGE OF ARLINGTON HEIGHTS,,42.122,-88.003,1972,1851,12364,4,7,2,1,Trustee,FALSE,1,FALSE,FALSE,FALSE
2025-04-28,490000,299,Condominium,Condominium,PARK RIDGE,60068,Maine,CITY OF PARK RIDGE,,42.006,-87.823,,,,,,,,Trustee,FALSE,1,FALSE,FALSE,FALSE
2025-04-28,493000,203,"One story residence, any age, 1,000 to 1,800 sq. ft.",Single-Family,LA GRANGE,60525,Lyons,UNINCORPORATED,,41.784,-87.889,1950,1749,17021,4,7,2,0,Warranty,FALSE,1,FALSE,FALSE,FALSE
2025-04-28,503000,299,Condominium,Condominium,CHICAGO,60647,West Chicago,CITY OF CHICAGO,LOGAN SQUARE,41.914,-87.691,,,,,,,,Warranty,TRUE,2,FALSE,FALSE,FALSE
2025-04-28,503000,299,Condominium,Condominium,CHICAGO,60647,West Chicago,CITY OF CHICAGO,LOGAN SQUARE,41.914,-87.691,,,,,,,,Warranty,TRUE,2,FALSE,FALSE,FALSE
2025-04-28,505000,203,"One story residence, any age, 1,000 to 1,800 sq. ft.",Single-Family,CHICAGO,60656,Jefferson,CITY OF CHICAGO,NORWOOD PARK,41.971,-87.798,1959,1243,5240,3,5,1,0,Warranty,FALSE,1,FALSE,FALSE,FALSE
2025-04-28,506000,205,"Two or more story residence, over 62 years, up to 2,200 sq. ft",Single-Family,PALATINE,60067,Palatine,VILLAGE OF PALATINE,,42.122,-88.040,1961,2160,9120,4,7,2,1,Trustee,FALSE,1,FALSE,FALSE,FALSE
2025-04-28,515067,278,"Two or more story residence, up to 62 years, 2,001 to 3,800 sq. ft.",Single-Family,TINLEY PARK,60477,Orland,VILLAGE OF TINLEY PARK,,41.583,-87.802,1998,2030,9450,3,7,2,1,Warranty,FALSE,1,FALSE,FALSE,FALSE
2025-04-28,516000,295,"Individually owned row houses or townhouses, up to 62 years",Single-Family,NORTHBROOK,60062,Northfield,VILLAGE OF NORTHBROOK,,42.137,-87.799,1968,1991,2894,4,8,2,1,Trustee,FALSE,1,FALSE,FALSE,FALSE
2025-04-28,520000,203,"One story residence, any age, 1,000 to 1,800 sq. ft.",Single-Family,ELMWOOD PARK,60707,Leyden,VILLAGE OF ELMWOOD PARK,,41.937,-87.819,1929,1600,3840,4,9,2,0,Warranty,FALSE,1,FALSE,FALSE,FALSE
2025-04-28,520000,203,"One story residence, any age, 1,000 to 1,800 sq. ft.",Single-Family,SCHAUMBURG,60193,Schaumburg,VILLAGE OF SCHAUMBURG,,42.024,-88.104,1973,1470,8054,4,6,2,1,Warranty,FALSE,1,FALSE,FALSE,FALSE
2025-04-28,524500,211,"Apartment building with 2 to 6 units, any age",Multi-Family,CHICAGO,60630,Jefferson,CITY OF CHICAGO,ALBANY PARK,41.969,-87.718,1914,3401,4375,4,7,3,1,Warranty,FALSE,1,FALSE,FALSE,FALSE
2025-04-28,525000,205,"Two or more story residence, over 62 years, up to 2,200 sq. ft",Single-Family,PARK RIDGE,60068,Maine,CITY OF PARK RIDGE,,42.022,-87.821,1950,1572,6250,4,7,1,1,Warranty,FALSE,1,FALSE,FALSE,FALSE
2025-04-28,529000,295,"Individually owned row houses or townhouses, up to 62 years",Single-Family,CHICAGO,60609,South Chicago,CITY OF CHICAGO,MCKINLEY PARK,41.828,-87.685,2024,2266,2430,4,7,3,1,Other,FALSE,1,FALSE,FALSE,FALSE
2025-04-28,530000,234,"Split level residence, with a lower level below grade, all ages, all sizes",Single-Family,MOUNT PROSPECT,60056,Elk Grove,VILLAGE OF MOUNT PROSPECT,,42.050,-87.936,1957,1171,8184,3,6,1,1,Trustee,FALSE,1,FALSE,FALSE,FALSE
2025-04-28,534990,295,"Individually owned row houses or townhouses, up to 62 years",Single-Family,SCHAUMBURG,60159,Palatine,VILLAGE OF SCHAUMBURG,,42.069,-88.050,2021,1782,1000,3,7,3,1,Warranty,FALSE,1,FALSE,FALSE,FALSE
2025-04-28,535000,211,"Apartment building with 2 to 6 units, any age",Multi-Family,CHICAGO,60608,West Chicago,CITY OF CHICAGO,LOWER WEST SIDE,41.855,-87.678,1878,3630,3125,6,13,3,0,Warranty,FALSE,1,FALSE,FALSE,FALSE
2025-04-28,535000,299,Condominium,Condominium,CHICAGO,60604,South Chicago,CITY OF CHICAGO,LOOP,41.877,-87.625,,,,,,,,Trustee,FALSE,1,FALSE,FALSE,FALSE
2025-04-28,540000,295,"Individually owned row houses or townhouses, up to 62 years",Single-Family,LEMONT,60439,Lemont,VILLAGE OF LEMONT,,41.656,-87.995,2013,2388,2697,3,9,2,1,Warranty,FALSE,1,FALSE,FALSE,FALSE
2025-04-28,545000,299,Condominium,Condominium,CHICAGO,60647,West Chicago,CITY OF CHICAGO,WEST TOWN,41.912,-87.701,,,,,,,,Warranty,FALSE,1,FALSE,FALSE,FALSE
2025-04-28,549900,203,"One story residence, any age, 1,000 to 1,800 sq. ft.",Single-Family,OAK PARK,60304,Oak Park,VILLAGE OF OAK PARK,,41.869,-87.776,1916,1410,4725,3,6,1,1,Warranty,FALSE,1,FALSE,FALSE,FALSE
2025-04-28,550000,203,"One story residence, any age, 1,000 to 1,800 sq. ft.",Single-Family,RIVERSIDE,60546,Riverside,VILLAGE OF RIVERSIDE,,41.838,-87.819,1924,1790,11077,3,6,3,0,Warranty,FALSE,1,FALSE,FALSE,FALSE
2025-04-28,550000,211,"Apartment building with 2 to 6 units, any age",Multi-Family,CHICAGO,60612,West Chicago,CITY OF CHICAGO,HUMBOLDT PARK,41.892,-87.705,1927,3215,3175,4,8,3,0,Warranty,FALSE,1,FALSE,FALSE,FALSE
2025-04-28,550000,211,"Apartment building with 2 to 6 units, any age",Multi-Family,OAK PARK,60302,Oak Park,VILLAGE OF OAK PARK,,41.887,-87.776,1910,2000,5350,4,8,2,0,Warranty,FALSE,1,FALSE,FALSE,FALSE
2025-04-28,555000,211,"Apartment building with 2 to 6 units, any age",Multi-Family,CHICAGO,60637,Hyde Park,CITY OF CHICAGO,WOODLAWN,41.782,-87.608,1909,3264,4270,8,16,2,0,Warranty,FALSE,1,FALSE,FALSE,FALSE
2025-04-28,555000,299,Condominium,Condominium,CHICAGO,60622,West Chicago,CITY OF CHICAGO,WEST TOWN,41.911,-87.669,,,,,,,,Warranty,TRUE,2,FALSE,FALSE,FALSE
2025-04-28,555000,299,Condominium,Condominium,CHICAGO,60622,West Chicago,CITY OF CHICAGO,WEST TOWN,41.911,-87.669,,,,,,,,Warranty,TRUE,2,FALSE,FALSE,FALSE
2025-04-28,560000,203,"One story residence, any age, 1,000 to 1,800 sq. ft.",Single-Family,PARK RIDGE,60068,Leyden,CITY OF PARK RIDGE,,41.994,-87.837,1954,1222,13542,3,5,1,0,Warranty,FALSE,1,FALSE,FALSE,FALSE
2025-04-28,565000,299,Condominium,Condominium,CHICAGO,60642,West Chicago,CITY OF CHICAGO,WEST TOWN,41.895,-87.652,,,,,,,,Warranty,TRUE,2,FALSE,FALSE,FALSE
2025-04-28,565000,299,Condominium,Condominium,CHICAGO,60642,West Chicago,CITY OF CHICAGO,WEST TOWN,41.895,-87.652,,,,,,,,Warranty,TRUE,2,FALSE,FALSE,FALSE
2025-04-28,570000,203,"One story residence, any age, 1,000 to 1,800 sq. ft.",Single-Family,OAK PARK,60302,Oak Park,VILLAGE OF OAK PARK,,41.900,-87.793,1916,1448,6200,3,7,1,1,Warranty,FALSE,1,FALSE,FALSE,FALSE
2025-04-28,570000,278,"Two or more story residence, up to 62 years, 2,001 to 3,800 sq. ft.",Single-Family,WHEELING,60090,Wheeling,VILLAGE OF WHEELING,,42.132,-87.918,2015,3749,6050,3,6,4,1,Warranty,FALSE,1,FALSE,FALSE,FALSE
2025-04-28,570000,295,"Individually owned row houses or townhouses, up to 62 years",Single-Family,PARK RIDGE,60068,Maine,CITY OF PARK RIDGE,,42.015,-87.841,2015,1813,995,3,7,2,1,Warranty,FALSE,1,FALSE,FALSE,FALSE
2025-04-28,590000,211,"Apartment building with 2 to 6 units, any age",Multi-Family,CHICAGO,60651,West Chicago,CITY OF CHICAGO,HUMBOLDT PARK,41.901,-87.721,2023,2204,3125,6,12,3,0,Warranty,FALSE,1,FALSE,FALSE,FALSE
2025-04-28,60000,202,"One story residence, any age, up to 999 sq. ft.",Single-Family,CHICAGO,60619,Hyde Park,CITY OF CHICAGO,AVALON PARK,41.751,-87.588,1923,840,3250,2,5,1,0,Warranty,FALSE,1,FALSE,FALSE,FALSE
2025-04-28,600000,203,"One story residence, any age, 1,000 to 1,800 sq. ft.",Single-Family,CHICAGO,60639,Jefferson,CITY OF CHICAGO,HERMOSA,41.920,-87.739,1908,1435,3150,3,6,1,0,Warranty,FALSE,1,FALSE,FALSE,FALSE
2025-04-28,600000,205,"Two or more story residence, over 62 years, up to 2,200 sq. ft",Single-Family,ARLINGTON HEIGHTS,60005,Elk Grove,VILLAGE OF MOUNT PROSPECT,,42.022,-87.943,1947,1218,60548,4,7,2,1,Warranty,FALSE,1,FALSE,FALSE,FALSE
2025-04-28,600000,278,"Two or more story residence, up to 62 years, 2,001 to 3,800 sq. ft.",Single-Family,LEMONT,60439,Lemont,UNINCORPORATED,,41.651,-87.951,1989,3437,21623,5,9,3,1,Other,FALSE,1,FALSE,FALSE,FALSE
2025-04-28,600000,299,Condominium,Condominium,CHICAGO,60613,Lake View,CITY OF CHICAGO,LAKE VIEW,41.951,-87.651,,,,,,,,Warranty,FALSE,1,FALSE,FALSE,FALSE
2025-04-28,618000,204,"One story residence, any age, 1,801 sq. ft. and over",Single-Family,ROLLING MEADOWS,60008,Palatine,CITY OF ROLLING MEADOWS,,42.084,-88.042,1957,2883,29800,4,8,2,1,Warranty,FALSE,1,FALSE,FALSE,FALSE
2025-04-28,620000,203,"One story residence, any age, 1,000 to 1,800 sq. ft.",Single-Family,PARK RIDGE,60068,Maine,CITY OF PARK RIDGE,,42.027,-87.860,1956,1550,10269,3,6,2,0,Warranty,TRUE,2,FALSE,FALSE,FALSE
2025-04-28,621000,299,Condominium,Condominium,CHICAGO,60614,Lake View,CITY OF CHICAGO,LINCOLN PARK,41.932,-87.652,,,,,,,,Warranty,FALSE,1,FALSE,FALSE,FALSE
2025-04-28,625000,205,"Two or more story residence, over 62 years, up to 2,200 sq. ft",Single-Family,ARLINGTON HEIGHTS,60005,Wheeling,VILLAGE OF ARLINGTON HEIGHTS,,42.078,-87.972,1951,1425,3250,4,6,1,1,Warranty,TRUE,2,FALSE,FALSE,FALSE
2025-04-28,625000,205,"Two or more story residence, over 62 years, up to 2,200 sq. ft",Single-Family,ARLINGTON HEIGHTS,60005,Wheeling,VILLAGE OF ARLINGTON HEIGHTS,,42.078,-87.972,1951,1573,3250,4,6,1,1,Warranty,TRUE,2,FALSE,FALSE,FALSE
2025-04-28,625000,299,Condominium,Condominium,CHICAGO,60611,North Chicago,CITY OF CHICAGO,NEAR NORTH SIDE,41.889,-87.626,,,,,,,,Warranty,FALSE,1,FALSE,FALSE,FALSE
2025-04-28,630000,204,"One story residence, any age, 1,801 sq. ft. and over",Single-Family,BERWYN,60402,Berwyn,CITY OF BERWYN,,41.834,-87.784,1927,2492,6250,4,8,3,0,Warranty,FALSE,1,FALSE,FALSE,FALSE
2025-04-28,634990,295,"Individually owned row houses or townhouses, up to 62 years",Single-Family,LEMONT,60439,Lemont,VILLAGE OF LEMONT,,41.665,-88.017,2024,1366,4845,2,5,2,,Other,FALSE,1,FALSE,FALSE,FALSE
2025-04-28,635000,278,"Two or more story residence, up to 62 years, 2,001 to 3,800 sq. ft.",Single-Family,ELGIN,60120,Hanover,VILLAGE OF STREAMWOOD,,42.016,-88.205,1992,3258,18871,5,9,3,2,Warranty,FALSE,1,FALSE,FALSE,FALSE
2025-04-28,637000,203,"One story residence, any age, 1,000 to 1,800 sq. ft.",Single-Family,LEMONT,60439,Lemont,UNINCORPORATED,,41.671,-87.973,1954,1730,33875,4,7,2,0,Warranty,FALSE,1,FALSE,FALSE,FALSE
2025-04-28,640000,211,"Apartment building with 2 to 6 units, any age",Multi-Family,CHICAGO,60645,Rogers Park,CITY OF CHICAGO,WEST RIDGE,42.004,-87.693,1923,2674,4158,6,12,2,0,Warranty,FALSE,1,FALSE,FALSE,FALSE
2025-04-28,640000,278,"Two or more story residence, up to 62 years, 2,001 to 3,800 sq. ft.",Single-Family,CHICAGO,60618,Jefferson,CITY OF CHICAGO,AVONDALE,41.946,-87.719,2006,2845,3125,3,8,2,1,Warranty,FALSE,1,FALSE,FALSE,FALSE
2025-04-28,641000,204,"One story residence, any age, 1,801 sq. ft. and over",Single-Family,ARLINGTON HEIGHTS,60005,Elk Grove,VILLAGE OF ARLINGTON HEIGHTS,,42.050,-87.974,1987,2092,10430,4,8,2,0,Trustee,FALSE,1,FALSE,FALSE,FALSE
2025-04-28,663000,211,"Apartment building with 2 to 6 units, any age",Multi-Family,CHICAGO,60638,Lake,CITY OF CHICAGO,CLEARING,41.776,-87.762,2005,4195,3250,9,15,6,0,Warranty,FALSE,1,FALSE,FALSE,FALSE
2025-04-28,682000,299,Condominium,Condominium,CHICAGO,60618,Lake View,CITY OF CHICAGO,NORTH CENTER,41.940,-87.685,,,,,,,,Warranty,TRUE,2,FALSE,FALSE,FALSE
2025-04-28,682000,299,Condominium,Condominium,CHICAGO,60618,Lake View,CITY OF CHICAGO,NORTH CENTER,41.940,-87.685,,,,,,,,Warranty,TRUE,2,FALSE,FALSE,FALSE
2025-04-28,69000,202,"One story residence, any age, up to 999 sq. ft.",Single-Family,CHICAGO,60619,Hyde Park,CITY OF CHICAGO,CALUMET HEIGHTS,41.727,-87.586,1888,966,3125,3,5,1,0,Other,FALSE,1,FALSE,FALSE,FALSE
2025-04-28,70000,299,Condominium,Condominium,CHICAGO,60619,Hyde Park,CITY OF CHICAGO,CHATHAM,41.746,-87.603,,,,,,,,Other,FALSE,1,FALSE,FALSE,FALSE
2025-04-28,700000,204,"One story residence, any age, 1,801 sq. ft. and over",Single-Family,CHICAGO,60613,Lake View,CITY OF CHICAGO,LAKE VIEW,41.948,-87.670,1893,2194,3125,4,7,2,0,Warranty,FALSE,1,FALSE,FALSE,FALSE
2025-04-28,711000,278,"Two or more story residence, up to 62 years, 2,001 to 3,800 sq. ft.",Single-Family,PALATINE,60074,Palatine,VILLAGE OF PALATINE,,42.135,-88.029,1998,2512,8633,4,9,2,1,Warranty,FALSE,1,FALSE,FALSE,FALSE
2025-04-28,750000,299,Condominium,Condominium,CHICAGO,60610,North Chicago,CITY OF CHICAGO,NEAR NORTH SIDE,41.902,-87.638,,,,,,,,Warranty,FALSE,1,FALSE,FALSE,FALSE
2025-04-28,755000,211,"Apartment building with 2 to 6 units, any age",Multi-Family,BROOKFIELD,60513,Lyons,VILLAGE OF BROOKFIELD,,41.809,-87.850,1973,4130,7752,8,20,4,1,Trustee,FALSE,1,FALSE,FALSE,FALSE
